JOBID,CompID,title,summary,job_desc,salary,job_type
62,161,"Senior Data Management Analyst, Global Retail Markets Financ...","Advance Your Career at Liberty Mutual Insurance - A Fortune 100 Company The Senior Data Management Analyst will design, enhance and support a data ecosystem...","$75,600 - $118,800 a yearAdvance Your Career at Liberty Mutual Insurance - A Fortune 100 Company The Senior Data Management Analyst will design, enhance and support a data ecosystem that will enable optimized internal customer experiences and empower advanced analytics by improving data accessibility and providing technical expertise. Re-engineers business operations to improve business results and operational effectiveness. Evaluates complex business requirements and models data and / or system requirements. Provides governance, quality, integrity and timeliness of operational and analytics data for the enterprise. Establishes and enforces enterprise data policies, standards, practices and processes according to insurance industry best practices for all lines of business. Monitors the use of data to ensure careful control and effective use to achieve enterprise objectives. Possesses demonstrated technical knowledge and skills, including product and industry, reflective of successful progression through various job family levels. Provides guidance and assistance to lower level associates and other functional areas.Analyzes, documents and consults on complex business problems and provides recommendations based on research of industry trends, business products, competitors and performance analysis for optimal business solutions. Analyzes feasibility, cost ramifications, economies, or other aspects of large or complex programs.Assist in automating and strengthening data management controls by building robust systems with an eye on the long-term and ongoing maintenance and support of the applicationsPerform routine data investigations to profile and analyze data sets to address data quality and integrity. Build and implement tools to monitor data quality, while ensuring high quality data solutions. Able to manage security mechanisms that enable data access restrictionsWith an advanced understanding of the principles of data quality management, including metadata, lineage, and business definitions, implements data governance procedures and policies. Evaluate processes for gaps and inefficiencies and provide recommendations for improvementDemonstrate an understanding of the use of data to solve a business use case. Create an access strategy to ensure effective implementation across the enterprise. Develop and define data validation, verification, and reconciliation strategies to support data governance, stewardship, and securityBe able to influence decision makers on the outcome of an initiative based on its perceived value. Works with stakeholders to define metrics that are impactful for the businessMaintain close working relationship with data providers and partners, partnering with IT to collaborate on deliverablesHelp drive cross-team design and development of sustainable data driven solutions that meet the needs of the business customers through technical leadership and mentoring.Design and develop architecture solutions to meet the technical and business requirements. Able to work with stakeholders to design and execute iterative solution testing to ensure desired product specifications are metQualifications:Experience with one or more of the following technologies: Oracle tools, Essbase, Hyperion, Relational Databases/SQL, SAS, DBVisualizerFamiliarity with Agile practicesStrong written and oral communication skillsPrior experience with Financial Data preferred but not requiredHaving a customer centric mindsetCommunicate clearly, concisely and professionally with managementBachelor's degree requiredBenefits:We value your hard work, integrity and commitment to positive change. In return for your service, it’s our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/BenefitsOverview:At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.We’re dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.","$75,600 - $118,800 a year",Full time
63,162,Health Care Research Analyst,"The Health Care Research Analyst (Analyst) is a statutory position created by MGL Chapter 26, Section 8E and housed within the Division’s Health Care Access...","$60,000 - $65,000 a yearPart-timeThe Division of Insurance (“Division”) is the regulatory agency for all entities engaged in the business of insurance in the Commonwealth. The prime responsibility of the Division is provide insurers and consumers with a financially health insurance market. Our offices are located in downtown Boston, offering easy commuter access from all points. We offer family friendly benefits, including generous vacation, sick and personal leave, paid holidays, volunteer and mentor leave, and extended family and medical leave benefits. Employees also enjoy flexible work schedules and tuition remission at state colleges and universities. We offer professional development training and career building opportunities, including participation in trainings and conferences by the National Association of Insurance Commissioners, as well financial assistance for those seeking certain professional designations.The Health Care Research Analyst (Analyst) is a statutory position created by MGL Chapter 26, Section 8E and housed within the Division’s Health Care Access Bureau (HCAB). The Analyst is responsible to conduct research in topics relevant to the affordability of small group and individual market health plans, analyze data and information needed for the oversight of affordable health plans, and develop information to disseminate to consumers about health insurance coverage and access to affordable health products. The analyst reports to the Deputy Commissioner of the Health Care Access Bureau and will work closely with the HCAB actuary and financial experts in coordinating the review of products available in Massachusetts as well as products available in other states or jurisdictions. The Analyst also works on the management of a federal grant to the Division to support health insurance rate review and increase transparency in health care pricing.SPECIFIC DUTIES INCLUDE, BUT ARE NOT LIMITED TO:Confer with management staff in order to determine work requirements, availability of resources and to develop criteria and standards.Confer and meet with agency personnel within the Health Care Access Bureau, the Bureau of Managed Care, the State Rating Bureau and other Division of Insurance departments.Plan and implement research activities in order to ensure the availability of required information and data.Conduct research in an assigned subject area, including formulating objectives in order to obtain required information and prepare reports based on results of research.Determine the methods and procedures to be used for collecting data, including the development of data collection instruments.Collect information from various reference sources and consult with experts in various fields of knowledge in order to complete assigned work.Analyze information in order to draw conclusions and make appropriate recommendations based on results of research.Prepare written reports of research findings including charts, graphs and tables.Review reports for accuracy, completeness and content.Confer and meet with personnel from other state government agencies, including health care staff in the Office of Consumer Affairs and Business Regulation, the Executive Office of Housing and Economic Development, the Executive Office of Administration and Finance, the Executive Office of Health and Human Services, the Group Insurance Commission, the Executive Office of Elder Affairs, the Center for Health Information and Analysis and the Commonwealth Health Insurance Connector Authority.Confer and meet with personnel from out-of-state insurance regulators and health departments and National Association of Insurance Commissioner staff regarding health insurance issues.Confer and meet with personnel from federal agencies, especially the Centers for Medicare and Medicaid Services, Center for Consumer Information and Insurance Oversight, Internal Revenue Service, Department of Labor and the General Accounting Office.Confer with local, state, and federal legislative staff to explain trends in health insurance systems and the availability of products in the market.Perform related duties such as maintaining files and records and attending meetings.PREFERRED QUALIFICATIONS:Experience in the financial or statistical division of a health care provider or within a health insurer, HMO or health claims payer, is preferred.All applicants should attach a cover letter and resume to their online submission for this position.QualificationsApplicants must have (A) at least three years of full-time, or equivalent part-time, technical or professional experience in research or statistical work, preferably in the financial or statistical division of a health care provider or within a health insurer, Health Maintenance Organization or other health claims payer, of which (B) at least one year must have been in a supervisory, administrative or managerial capacity, or any equivalent combination of the required experience and the substitutions listed below:Substitutions:I. A Graduate degree from a recognized college or university may be substituted for a maximum of one years of the required (A) experience.*II. A Master’s Degree in Public Health, Public Policy or Business Administration may be substituted for a maximum of two years of the required (A) experience.*No substitution is allowed for the (B) requirement.Progress toward such a degree will be pro-rated on the basis of the proportion of the requirements actually completed.No substitutions will be permitted for the required (B) experience.An Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.Official Title: Research AnalystPrimary Location: United States-Massachusetts-Boston - 1000 Washington StJob: Legal ServicesAgency: Division of InsuranceSchedule: Full-timeShift: DayJob Posting: Mar 29, 2019, 2:59:44 PMNumber of Openings: 1Salary: 60,000.00 - 65,000.00 YearlyIf you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Michael Powers - 617-521-7794Bargaining Unit: 000-UnclassifiedConfidential: No","$60,000 - $65,000 a year",Full time
64,163,Accounting Associate,This is a great opportunity for someone who is eager to take on a lot of leadership quickly and excited to immediately tackle complicated accounting work....,"$40,000 - $50,000 a yearIndigo Associates is a financial management consulting firm that provides outsourced financial management services for non-profit organizations and small businesses. We work in partnership with our clients, manage complex financial projects on their behalf, and create opportunities for them by offering long-term solutions. Our goal is to provide clients with key financial information so they can make decisions for their organizations to grow and serve their community.For almost ten years, we have worked with over 30 clients in the Greater Boston Area. Indigo Associates offers clients a full range of financial management services including accounting and bookkeeping support, financial analysis, management consulting, cash flow planning, and more. Our work has helped agencies manage through difficult times and through periods of growth allowing them to increase their capacity to meet their mission. We are passionate about delivering smart solutions and services to our clients.Position OverviewWe are hiring for a full-time Accounting Associate to provide financial management services to multiple clients. These services may include monthly financial statements, budgets, cash flow forecasting, external reporting, numbers and data analysis, general ledger, bank reconciliation, balance sheet account reconciliation, automation solutions, and system upgrades. We are a small team; the Accounting Associate will report to the Director of Client Services and the Managing Director. The ideal candidate will have 1-3 years of relevant work experience, is proficient in excel, with strong interpersonal skills to work on-site directly with clients and auditors.This is a great opportunity for someone who is eager to take on a lot of leadership quickly and excited to immediately tackle complicated accounting work. The ideal candidate is hungry, humble, and smart. We are looking for someone who is solutions oriented and able to manage multiple projects simultaneously.Required QualificationsBachelor’s degree requiredOne to three years of full-time relevant work experienceProficient in Microsoft ExcelStrong communication skills to work face to face on-site with clients and auditors to maintain relationships, deliver strong customer service, positively represent Indigo Associates, and represent clients to external stakeholdersComfortable with local travel to visit clients in the Greater Boston area and contributing to regular weekly team meetings to review current projects.Comfortable working in a changing environment and taking feedback from colleagues & clientsAuthorization to work in the United States on a full-time basis without visa sponsorshipPreferred QualificationsExperience using at least one accounting platform preferred (ie: QuickBooks Online & Desktop, Sage 50/Peachtree, Sage 100/Mas90, Intacct, Receipt Bank, and Bill.com)Experience using or managing a Customer Relationship Management softwareExcellent organization and project management skills, with an ability to manage and prioritize multiple projects with keen attention to detailAdvanced degree preferred, but not requiredMission driven & passionate about social changeSense of humorCustomer-OrientedCompensation & BenefitsSalary Range: $40,000-$50,000Business casual and friendly environmentExcellent opportunity to build your professional network, develop your leadership skills, and provide you with hands on experiences that only a small consulting firm can deliverApplication InstructionsInterested candidates should apply by submitting their resume and a thoughtful cover letter.Indigo Associates is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, disability status, protected veteran status, national origin, or any other characteristic protected by law. EOE/AA Employer/M/W/Vets/DisabilityJob Type: Full-timeSalary: $40,000.00 to $50,000.00 /yearExperience:excel: 1 year (Required)accounting: 1 year (Required)Education:Bachelor's (Required)Work authorization:United States (Required)Additional Compensation:Bonuses","$40,000 - $50,000 a year",Part time
65,164,General Accounting Specialist,"This position is based at our headquarters in Newton, MA and reports to the Corporate Director of Finance. We have an immediate need for an experienced General...","Neurocare, Inc., founded in 1988, owns or manages sleep center programs in the New England states. Our strong leadership, diligent employees, commitment to uncompromising quality and customer service has driven the rapid growth of our company. Why Neurocare?Competitive compensationDynamic, professional environmentLearn about the exciting field of sleep medicineExcellent trainingIndependent work within a team environmentWe have an immediate need for an experienced General Accounting Specialist with a concentration in Accounts Receivable and General Accounting to join our Finance team! The General Accounting Specialist is responsible to post receivables, perform collection duties, resolve denied claims, invoice clients, manage contract labor expenses and certain General Ledger accounts as well as ad hoc HR and administration duties. We are looking for a detail-orientated individual who can work independently, is experienced in handling multiple concurrent tasks, and always provides excellent customer service. This position is based at our headquarters in Newton, MA and reports to the Corporate Director of Finance.Key Responsibilities Include (but are not limited to):Management of Accounts ReceivableCash, ACH and credit card postingResolve denied claimsClient BillingMaintain client collections databaseRespond to patient queriesMiscellaneous duties such as accounts reconciliation, filing, scanning, etc.Track and process contract labor expensesGeneral Ledger PostingMay also be required to do ad hoc duties in other departments such as: helping with quarterly audit, conducting new employee orientations and training, etc.Required Qualifications:Bachelors or Associate's Degree in Accounting or related fieldAt least 3 years of relevant work experience in accounting role focused on Accounts Receivable and General AccountingStrong computer skills: Word, Excel, Outlook required; ability to learn new software quicklySuperior verbal and written communication, reflecting enthusiasm and professionalismDependabilityProblem solvingExcellent organizational and time management skillsGreat team and interpersonal skillsPreferred Qualifications:Previous experience in healthcare is a plusFamiliarity with Medisoft and/or EPIC a plusNeurocare, Inc. is an equal opportunity employer.",$17 - $26 an hour (Indeed est.),Internship
66,165,Financial Analyst II,The Finance Analyst II will be the finance business partner to the areas of MA Biologics which they support providing guidance on the FP&A side of the business...,"Primary Duties:This Finance Analyst II is primarily responsible for supporting the monthly close process for manufacturing operations, and the accompanying financial reporting and analysis for the MA Biologics Operations group. The Finance Analyst II will be the finance business partner to the areas of MA Biologics which they support providing guidance on the FP&A side of the business for forecasts, budgets, and longer term planning cycles. Other responsibilities would include ad-hoc analyses as needed.Responsibilities:50% Month End Cost Accounting Close Responsibilities for manufacturing operations includes:Job Order analysis for manufacturing operationsJournal entry preparationVariance Analysis post close for month end reportingBusiness Partnering with operational colleagues for distribution or results25% FP&A support to MA Biologics OperationsAct as business partner to operational colleagues to provide support and fiscal guidance for annual Budget, Mid and Long Range Plans and short term forecastsWork with Manager FP&A on consolidation and preparation of MA Biologics site scenarios15% Ad-hoc support for other programs and responsibilities as MA Biologics site evolves in the Takeda network10% Compliance coordination support, including SOX documentation and testing, internal and external audit support, physical inventory and cycle counts for both inventory and Fixed AssetsEducation and Experience Requirements:Bachelor’s degree in Finance or Accounting (or country equivalent)Demonstration of key finance competencies with 3 to 5 years of relevant experience in management and cost accounting principles such as standard/absorption costing, manufacturing variances and financial planning and analysis skills preferredFamiliarity with SAP or similar ERP system, and knowledge of financial planning/reporting tools (TM1 and HFM) or willingness to train/learnIntermediate Microsoft Excel skills or ability to apply training knowledge quicklyKey Skills, Abilities, and Competencies:Strong business acumen and the ability to manage multiple projectsSelf-starter with strong analytical skills and decision-making capabilitiesStrong interpersonal communication, collaboration, and presentation skillsComplexity and Problem Solving:Uses financial acumen to understand situations and recommend solutionsWork with Head of Finance to develop financial acumen to address more complex financial analysesInternal and External Contacts:Part of MA Biologics Finance teamBusiness partner internally to manufacturing operations leadershipPotential contact with ‘corporate’ consolidations team and internal audit staffPotential contact with external audit teamsOther Job Requirements:Travel within MA Biologic locations is expected (Lexington, Cambridge, North Reading)Notice to Employment / Recruitment Agents:Employment / Recruitment agents may only submit candidates for vacancies only if they have written authorization to do so from Shire, a wholly-owned subsidiary of Takeda’s Talent Acquisition department. Any agency candidate submission may only be submitted to positions opened to the agency through the specific Agency Portal. Shire, a wholly-owned subsidiary of Takeda will only pay a fee for candidates submitted or presented where there is a fully executed contract in place between the Employment / Recruitment agents and Shire, a wholly-owned subsidiary of Takeda and only if the candidate is submitted via the Agency Portal. Candidates submitted or presented by Employment / Recruitment Agents without a fully executed contract or submitted through this site shall not be deemed to form part of any Engagement for which the Agency may claim remuneration.Equal Employment OpportunityShire, a wholly-owned subsidiary of Takeda, is an Equal Opportunity Employer committed to a diverse workforce. Shire, a wholly-owned subsidiary of Takeda, will not discriminate against any worker or job applicant on the basis of race, color, religion, gender, national origin, ancestry, age, sexual orientation, marital or civil partnership status, pregnancy, gender reassignment, non-job related mental or physical disability, genetic information, veteran status, military service, application for military service, or membership in any other category protected under law.EEO is the Law - https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdfEEO is the Law – Supplement - https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdfPay Transparency Policy - https://www.dol.gov/ofccp/pdf/pay-transp_formattedESQA508c.pdfReasonable AccommodationsShire, a wholly-owned subsidiary of Takeda, is committed to working with and providing reasonable accommodation to individuals with disabilities. If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application process, or in order to perform the essential functions of a position, please call 484-595-8400 and let us know the nature of your request and your contact information.Job ID SR0034287","$58,000 - $81,000 a year (Indeed est.)",Full time
67,166,Financial Accounts Payable Intern (May-December 2019),Assist the Accounting & Finance team with ad hoc projects. Ensure our finance operations run smoothly and contribute to...,"InternshipFormlabs is growing by the minute and we're looking for more operational muscle on our Finance & Accounting team. At Formlabs, this intensely focused team applies careful attention to our financial operations, while delivering the valuable information required to manage our scaling business.Are you fiercely passionate about streamlining, with a vigilant eye for detail when it comes to handling money? If you are excited to have a high impact within a fast-growing company, we want you to join us as our Financial Accounts Payable Intern.The Job:Manage procure to pay processes while delivering amazing service and experience to internal/external stakeholdersEnsure our finance operations run smoothly and contribute to process improvementsWork across teams (Operations to R&D) to assist with our procurement, from beginning to endAssist the Accounting & Finance team with ad hoc projectsYou:Able to resolve issues and employ good judgement in the face of ambiguityInterest in cash process, collections, preparing and analyzing invoices, expense reports, and cost summariesCommunication skills when creating settlements with vendorsFocused and able to power through tasks at lightning speedBonus:Passionate about 3D printing and the tech industryAdvanced Excel skillsWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Even if you don't check every box, but see yourself contributing, please apply. Help us build an inclusive community that will change the face of 3D printing.",$20 - $28 an hour (Indeed est.),Internship
68,167,Staff Accountant,Bachelor’s Degree in Accounting or Finance. You will join a small but very skilled Finance team and will be responsible...,"Blueport Commerce is seeking a Staff Accountant that thrives on learning new skills, driving process improvements, and who is not afraid to jump into working on complex finance and accounting projects. You will join a small but very skilled Finance team and will be responsible for helping maintain the general ledger and financial reports for a dynamic and passionate big-ticket ecommerce leader.Key Accountabilities:Post daily cash activity to the general ledger and complete monthly bank reconciliationsPrepare monthly balance sheet reconciliations and assist in monthly closing dutiesLead the Accounts Payable process including entering invoices and check/payment administrationRecord assets, depreciation and disposal of assets where applicableAssist with budget planning, monthly reporting and forecastingAllocate monthly expenses to appropriate clients, based on information gathered from different sources as neededPost credit card transactions and reconcile for the monthly closeSupport internal departments regarding budget planning, monthly reporting on performance to budget, and forecastingPerform other related duties as assigned or requiredKnowledge, Skills & Abilities:Strong analytical skills with the ability to resolve technical accounting issuesExceptional interpersonal skills with the ability to create and maintain internal and client relationshipsAbility to maintain a high level of organization while functioning in a multi-tasking environmentCandidate must be self-motivated with the desire for continuous improvement in all finance and accounting processes and proceduresCreative problem-solving abilityIntermediate skills in accounting, auditing, budgeting, and financial analysisMinimum Requirements:Bachelor’s Degree in Accounting or Finance0-2 years or more of related experience requiredFamiliarity and experience in accounting, auditing, budgeting, financial analysis, etc.Expert Excel knowledgeLocal candidates only please. Must be eligible to work in US.About Blueport CommerceThis is an on-site, full-time, permanent position conveniently located in Boston’s historic and beautiful South End. We’re growing and looking for talent to take us to the next level. A fun and highly collaborative work environment allows Blueporters to feel supported by the company each and every day. The atmosphere here is friendly and upbeat, and allows each of us to learn from one another as we expand.You have our word: what you do here will matter.Benefits of Working at Blueport:100% company paid health and dental benefits21 days of vacation and 7 paid holidays401k contribution matchingFree gym membership100% paid maternity/paternity leaveSubsidized commuter expensesFully stocked snack barDog-friendly officeOpen layout for collaborative work environmentCompany events/outingsCasual dress codeBlueport Commerce is an equal opportunity employer.","$53,000 - $69,000 a year (Indeed est.)",Full time
69,168,Finance Coordinator,"Documenting and updating Finance Department’s procedures. The position, under the direction of the Finance Director and...","$45,000 - $55,000 a yearThe Town of Natick is looking for a motivated self-starter to join its team as a Finance Coordinator. The position, under the direction of the Finance Director and Comptroller, provides support to all finance departments on a wide range of functions including:Back-up for accounts payableReconciling and auditing of vendor accounts.Support and assistance to the payroll manager. Maintains accruals of vacation, sick, and personal time for all Town employeesReconciling ledger accounts.Auditing and reconciling receipts.Preparing budget and other fiscal reportsDocumenting and updating Finance Department’s procedures.Special projects as assigned by the Finance Director and/or Comptroller.The ideal candidate will have aBachelor’s Degree in an accounting related field, with one (1) to three (3) years of increasingly responsible professional accounting experience or any equivalent combination of education, training and experience which provides the required knowledge, skills and abilities to perform the essential functions of the job. Exceptional Excel skills are a must. Knowledge of MUNIS GL and payroll systems are a plus. Valid Massachusetts driver's license required. This position is Grade 1 of the town’s pay plan with a salary range of $45,000 to $55,000; actual salary is dependent upon qualifications.Interested candidates should submit a cover letter, along with a resume, and three professional references to: Director of Human Resources, Town of Natick, 13 East Central Street, Natick, MA. 01760.EOEJob Type: Full-timeBenefits offered:Paid time offHealth insuranceParental leaveDental insuranceHealthcare spending or reimbursement accounts such as HSAs or FSAsOther types of insuranceRetirement benefits or accountsEducation assistance or tuition reimbursement","$45,000 - $55,000 a year",Part time
70,169,Finance and Accounting Specialist,And we need a Finance + Accounting Specialist who can oversee and develop the quantitative functions that keep our company running and allow us to growth...,"$50,000 a yearWho we are: We hit the Boston streets in 2011 serving up Asian-inspired eats at a time when fresh food from a truck was hard to come by. We have now made the move to brick-and-mortar (in Boston and Cambridge), and our rainbow fleet of food trucks still creates gathering spots for people looking to step outside for their meal. Our mission is to cultivate a playful dining experience in our whimsical indoor/outdoor spaces by serving dishes that may seem familiar but feature our own twist.In everything we do, we keep in mind our core values:Treat people like people.Plain + simple.Transform challenges into opportunities.We don’t let problems get us down, we seek to learn from them.Pursue success creatively + relentlessly.We love trying new things in order to build upon our success.Believe it is my job. We work as a team to create something great. We also don’t shy away from taking responsibility for making changes in our community and we advocated for increasing the MA minimum wage.Who we’re looking for: We are a company that doesn’t stand still (a lot of our business is literally on wheels, after all!) and we need a Finance + Accounting Specialist who can oversee and develop the quantitative functions that keep our company running and allow us to growth smoothly. This role is for someone who has a strong grasp of numbers and wants to help our food truck + restaurant teams use them more effectively in their day to day roles. This role is for you if:You love food and are excited to work at a food businessYou have a strong quantitative background and are enthusiastic about finding ways to make data more accessible to our operating teamsYou are careful and detailed-orientedYou are excited to work in a small company and play a big role in developing our business and systemsYou have experience with accounting, spreadsheets, databases, and basic programmingAreas of Responsibility: Financial Analysis - Maintain and develop reporting tools for our operating teams such as store-level financials, sales + labor reports, and budgets.Receivables + Payables - Manage payments and payment processes for all of our vendors. Oversee billing for catering. Oversee employee expenditures to ensure they are consistent with our policies.Procurement - Help coordinate inventory systems including working with our food database and order sheets for locations.Bookkeeping - Manage Bon Me’s accounting books in Quickbooks Online including booking transactions, periodic reconciliations, and regulatory filings.Payroll - Run payroll weekly and ensure that hours, deductions, and labor-cost tracking are done correctly.Treasury - Oversee and manage cash flows at Bon Me. Monitor operating cash, transfers of funds, identify and analyze discrepancies, and enforce internal controls on cash management.Compliance - Comply with governmental reporting, tax, and legal requirements.This job is a full-time, salaried position at our corporate office at 67 Kemble St in Boston and the position reports directly to the CEO. Our entry-level corporate positions pay around $50,000 salary plus bonuses; for a candidate with professional experience, compensation is commensurate with experienceIf this sounds like you -- and you’re excited about making your mark on a young + growing company, please apply at bonmetruck.com/jobs.Job Type: Full-timeSalary: $50,000.00 /yearExperience:Accounting: 1 year (Preferred)","$50,000 a year",Full time
71,170,Financial Affairs' Office Assistant Summer 2019,"Desire to learn, Acumen in Finance. Requirements are 25-30 hours each week within our office hours of 8:45 am to 5 pm. We are located at 20 Park Plaza – one...","$12 an hourTemporaryFA Office seeking a reliable and self-motivated student to assist with business operations. Requirements are 25-30 hours each week within our office hours of 8:45 am to 5 pm. We are located at 20 Park Plaza – one block from Boylston Street, close to the Red and Green lines.
Responsibilities include processing purchase orders and communicating with vendors for the Purchasing and Accounts Payable Departments as well as working on special projects for the Assoc VP for Finance and the Office of Risk Management.
The Office Assistant will cover the front desk when the Office Manager is out. Basic tasks include electronic filing, booking conference rooms and assisting with meetings.

Required Qualifications
We are seeking an organized individual with great attention to detail and customer service orientation.
Working knowledge of Excel, Windows, Adobe and Cloud Storage Solutions.

Preferred Qualifications
Previous working experience in an office setting is a plus. Desire to learn, Acumen in Finance.

Physical Demands
Occasionally this position may require one to travel to other campus locations for deliveries or to attend meetings.

Salary $12/hour

Posting Detail Information
Desired Start Date 05/01/2019

Position End Date 08/30/2019",$12 an hour,Internship
72,171,Business Analyst Internship - Summer 2019 - TD Garden (Part-...,"The Business Analyst (Intern) will provide strategic & analytic support to all of Delaware North Boston Holdings, including the Boston Bruins, and TD Garden,...","$12 an hourPart-time, Temporary, InternshipOur Exciting Work EnvironmentThis position is located at TD Garden, located in Boston, MA. It is home to the 2011 NHL’s Stanley Cup Champion Boston Bruins and the NBA’s Boston Celtics. The state-of-the-art TD Garden is a year-round, 19,600-seat arena, fully equipped with a Pro Shop, four private restaurants, 89 executive suites, 1,100 club seats, and a multi-million dollar High Definition video scoreboard. Please visit www.tdgarden.com to learn more.Position DetailsThe Business Analyst (Intern) will provide strategic & analytic support to all of Delaware North Boston Holdings, including the Boston Bruins, and TD Garden, with an emphasis on revenue generating departments.Apply analytical skills to help TD Garden & Boston Bruins organizations enhance revenues, forecast trends and improve processes. Utilize tools and strategies including Tableau, SQL, regression, predictive modeling, linear programming, etc.ResponsibilitiesThe Business Analyst (Intern) will support operations in developing analyses for key revenue generating departments across TD Garden, and Boston Bruins. This role will provide key insights and supporting data for existing initiatives as well as utilizing data-driven recommendations to support growth in the following areas:Strategic/Consumer Insights Management - Perform data research and analysis process necessary to generate the revenue improvements we can expect from full utilization of a more robust data-driven strategy.Business Intelligence Reporting – Development of key reports, dashboards and analysis to be utilized in the daily management of the business.Analytic Driven Research – Produce and analyze key reports on financial, marketing and operations to ensure operations are continually driving improvement. Assists in consolidation of disparate major data sources into streamlined dashboards and reporting tools that aid in generating actionable insights.Business Development – Develop analysis for comprehensive case studies and proven success stories to be utilized as a sales tools for new business.Additional responsibilities include:Responsible for predictive/statistical modeling, data science, market research & visualizations while developing design algorithms to maximize revenue and optimize overall business performance.Design new and innovative analytical solutions to predict customer behaviors & recommend actions to drive desired outcomes. Researches key trends affecting the sports and entertainment and hospitality industries.Develops analysis for operational campaigns by building BI dashboards, which visualize fundamental performance indicators. Technical lead on development of business rules, metrics for BI.Manage ongoing business models (refreshing & calibrating key sales & retention models).Perform ad-hoc analysis as needed to answer specific business questions & produce actionable insights. Develops analysis for operational campaigns by building BI dashboards, which visualize fundamental performance indicators.QualificationsProgress towards a bachelor's degree required. Additional equivalent experience above minimum may substitute for selected degree.Area of Study: Finance, Mathematics, Computer Science, Economics, Operations Research, Statistics, Engineering or related fieldExperience:Experience working with large volumes of dataAbility to apply theoretical or experiential knowledge on predictive modeling to solve large scale business problems.Knowledge of fundamental concepts of marketing, such as positioning, segmentation, consumer behavior, etc.Understanding of digital ecosystems and metrics available for collection and analysis.Some programming skills in major analytics software packages preferred (e.g. SAS toolsets (SAS Enterprise Miner, SAS Enterprise Guide), SPSS, R, etc.).Have ability, creativity and experience to generate quick, iterative, optimizing solutions in a wide range of business problems, from online marketing to merchandising.Compensation and Requirements:Internships offered by the Boston Bruins and TD Garden are compensated at $12.00/hour and part-time (20-30 hours a week). Credits are not mandatory, but we will honor them if the hours permit.",$12 an hour,Internship
73,172,Financial Coordinator / Scheduling Coordinator,"Hello! Cambridge Pediatric Dental Associates is a large Pediatric Dental and Orthodontic group practice located just outside of Harvard Square in Cambridge, MA. We are a warm, positive, fast-paced office that is dedicated to providing...","$18 - $28 an hourHello! Cambridge Pediatric Dental Associates is a large Pediatric Dental and Orthodontic group practice located just outside of Harvard Square in Cambridge, MA. We are a warm, positive, fast-paced office that is dedicated to providing truly excellent care to our young patients and their families.We are looking a team member to join us who would split his/her time between Financial Coordination and Scheduling Coordination. Approximately 20-25 hours/week would be spent working closely with our current Financial Coordinator to assist with accounts receivable, insurance claims, insurance coordination, billing, etc. The rest of the time would be spent working with our Scheduling Coordinator team at the front desk. As the face of our office, our front desk staff creates the initial foundation for the trusting relationships upon which our practice is built.The ideal fit would be someone who is positive, outgoing and excellent at multitasking.Prior experience with dental or medical coding and billing is required. Warmth and superior communication skills are prerequisites. The work days and hours are Monday-Friday from 8:00-5:00 pm with generous compensation.Interested candidates should email a cover letter and resume.www.cambridgepediatricdental.comJob Type: Full-timeSalary: $18.00 to $28.00 /hourExperience:Dental/Medical Billing: 1 year (Required)Collections: 1 year (Required)Accounts Receivable: 1 year (Required)",$18 - $28 an hour,Part time
