Company_Id,Title,viewCount,channelTitle,commentCount,likeCount,dislikeCount,tags,videoId,channelId,categoryId,publishedAt
C000085,Results Oriented Google Analytics,17,Tampa Bay WordPress,0,0,0,"['WordPress', 'Local WordPress Meetups', 'Tampa Bay WordPress', 'Google Analytics', 'Social Media']",mEIVsyCR3J4,UCHlHd21wJ283rWb_WDMFQXQ,28,2019-04-20T03:16:04.000Z
C000088,Chubb Ltd. CEO: Digitizing Insurance | Mad Money | CNBC,1689,CNBC Television,1,10,0,"['CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'finance', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock performance', 'market news', 'stock picks']",QU8VI54B8bc,UCrp_UI8XtuYfpiqluWLD7Lw,25,2018-07-31T14:52:30.000Z
C000089,"Wallstrip - CME Group, Inc. (CME)",7141,wallstrip,0,13,2,"['jason', 'hall', 'john', 'behlmann', 'roman', 'bodnar', 'sean', 'tice', 'cme', 'group', 'inc', 'merc', 'chicago', 'mercantile', 'exchange', 'nymex', 'new', 'york', 'saturday']",YeufKd4Wlwk,UCGEU5Xa_5HKMb6gEFfGYdTw,23,2008-01-05T06:58:25.000Z
C000090,S&amp;P Global Inc (SPGI) Holdings Boosted by Highland Capital Management LLC,15,1sNews US,0,0,0,"['S&P Global Inc (SPGI) Holdings Boosted by Highland Capital Management LLC', 'S&P Global Inc', 'SPGI', 'Highland Capital Management LLC']",SwdwMxLzPCQ,UCIrA9IiXBMQ1v4SOMUv13wA,25,2018-02-05T16:50:04.000Z
C000091,SunTrust Banks’ Susan Johnson: What I Draw From My Engineering Background | Forbes,2437,Forbes,7,51,3,"['Forbes', 'Forbes Media', 'Forbes Magazine', 'Forbes Digital', 'Business', 'Finance', 'Entrepreneurship', 'Technology', 'Investing', 'Personal Finance', 'suntrust bank', '2018', 'cannes', 'susan johnson', 'chief marketing officer', 'cmo']",TafaxhIXycE,UCmh7afBz-uWwOSSNTqUBAhg,25,2018-09-27T13:00:04.000Z
C000092,Discover Financial&#39;s Transformation Story,472,Solstice,0,3,0,,uKg8Z8rAI2c,UCNOeIMewd-UX51lEy1iTQiA,28,2018-06-08T19:16:27.000Z
C000093,Synchrony Financial: The Biggest Credit Card Company People Have Never Heard Of,1287,The Motley Fool,4,13,1,"['Stocks', 'Investing', 'Invest', 'How to Invest', 'stock picks', 'stock news', 'Stock Market', 'stock market news', 'investing 101', 'dividend stocks', 'stock', 'investor', 'Wall Street', 'investors', 'investing ideas', 'finance', 'business', 'investment plan', 'fool.com', 'The Motley Fool', 'Financials', 'Synchrony Financial', 'credit card business', 'how store credit card work', 'how do credit card companies make money', 'synchrony financial stock']",TD7RHr5ujzk,UCpRQuynBX9Qy9tPrcswpPag,25,2018-10-24T16:27:31.000Z
C000094,KeyCorp CEO: Coiled-Spring Effect | Mad Money | CNBC,1009,CNBC,0,7,0,"['CNBC', 'business news', 'finance', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock market', 'stock performance', 'market news', 'stock picks', 'keycorp ceo', 'keycorp', 'ceo', 'keycorp ceo coiled spring effect', 'beth mooney', 'beth mooney interview', 'beth mooney ceo', 'beth mooney keycorp']",JaOJeFXsDwY,UCvJJ_dzjViJCoLf5uKUTwoA,25,2017-07-21T15:20:46.000Z
C000095,McKinsey Careers: Life as a business analyst,585471,McKinsey & Company,197,2811,210,"['business', 'leadership']",2C5a2L5NHl0,UCQMqUlg362Hhar_iCZ9tcjQ,25,2013-12-03T17:49:16.000Z
C000096,Interview with a Quant from Two Sigma (My brother),229821,Joma Tech,531,5819,114,"['Interview', 'interview two sigma', 'two sigma', 'quant', 'quantitative finance', 'quantitative researcher', 'citadel', 'david ma', 'joma', 'joma vlog', 'jomatech']",Qd2Kh80ZK6k,UCV0qA-eDDICsRR9rPcnG7tw,22,2018-06-10T23:00:01.000Z
C000097,Interview with Ex-Citadel Quant Turned Rapper (ft. Kaido Kid),162382,Joma Tech,444,3335,135,"['joma', 'vlog', 'interview', 'quant', 'citadel', 'kaido kid', 'quantitative finance', 'two sigma', 'jump trading', 'joma tech', 'interview with a quant', 'rapper']",ivvWyIscEt0,UCV0qA-eDDICsRR9rPcnG7tw,22,2018-08-09T16:00:05.000Z
C000098,15 Things You Didn&#39;t Know About BRIDGEWATER ASSOCIATES,45847,Alux.com,76,852,37,"['Alux', 'Alux.com', 'Alux Youtube', 'luxury living', 'luxury lifestyle', 'luxury homes', 'luxury cars', 'fastest cars', 'alux watches', 'fine living', 'most expensive things in the world', 'new life', 'most expensive', 'extravagant things', 'billionaire lifestyle', 'ray dalio', 'bridgewater associates', 'hedge funds', 'ray dalio net worth', 'bridgewater headquarters', 'bridgewater offices']",Xc3kcMD5F4o,UCNjPtOCvMrKY5eLwr_-7eUg,27,2017-11-02T12:48:44.000Z
C000099,This Is Credit Suisse,54526,Credit Suisse,8,238,12,['credit suisse'],yeVErTlUIFQ,UCZmFGmZ0IzqFSOtrVj8Gh6w,25,2015-03-20T06:34:07.000Z
C0000100,How to buy stocks W/ ETrade,131682,The Investor Show,355,2449,47,"['Stock (Literature Subject)', 'E-Trade (Business Operation)', 'how to', 'buy stocks', 'invest', 'Dave Ramsey (Musical Artist)', 'investing', 'buy stocks with etrade', 'how to find stocks', 'cnn money', 'bloomberg', 'marketwatch', 'wallstreet', 'how to buy stock', 'suga mamma', 'money', 'warren buffet']",1QJHtZAa590,UC62C8xnjBJzUdH4-kftzIvg,22,2014-08-02T17:28:34.000Z
C0000101,Navy Federal Credit Union - Customer Review,5906,Money Recall,13,74,3,"['Navy Federal Creidt Union', 'Navy fed', 'navy federal', 'navy federal bank', 'navy federal go rewards', 'navy federal credit cards', 'navy federal car loan', 'navy federal commercial', 'usaa', 'millitary banks', 'military finance', 'military money saving tips', 'Navy fed customer', 'navy fed customer review', 'navy federal credit union customer review', 'navy federal credit union bank', 'navy federal flagship rewards', 'navy federal app', 'navy federal reviews', 'oclikewhat', 'yt;cc=on']",0of0ldCBnm4,UCQItI-dHaUjWcZmoO-KzoQA,27,2018-09-16T07:09:20.000Z
C0000103,Acuity&#39;s Winning Vision,1944,Acuity Insurance,0,7,0,,V-BUAU8xpDw,UC70Ya2BGcAjFaazJk_Ig5UA,24,2018-03-23T19:24:31.000Z
C0000104,NationalMI 2018,9,Michael Yan,0,0,0,,_adWEFwLgJU,UCqVmFgjZqKJbptTc7sCvyrQ,28,2017-05-08T01:39:15.000Z
C0000105,Raymond James Financial - A Financial Services Story - Microsoft Dynamics CRM,716,InfoGrow,0,1,0,"['Microsoft Dynamics CRM', 'Microsoft Dynamics (Business Operation)', 'Customer Relationship Management (Industry)', 'Software', 'Technology', 'Financial Services (Industry)']",mr1iIwqXh3I,UC3xS3U_vQmJHexJQGHNDKRQ,28,2014-02-11T16:04:01.000Z
C0000106,Avalara CEO: We want to be a part of every internet transaction,285,CNBC Television,2,3,1,"['cnbc', 'business', 'news', 'finance', 'investing', 'technology', 'startup', 'venture', 'disrupt', 'innovation', 'app', 'digital', 'online', 'funding']",TfIH2kjb-Fk,UCrp_UI8XtuYfpiqluWLD7Lw,25,2018-06-15T17:57:48.000Z
C0000107,brightscope overview,65,BrightScope,0,0,0,,eXM4iSEeHls,UCAKXp2kd04ZbCqlZl-3DSPg,22,2016-04-11T21:27:43.000Z
C0000108,"Inside The Deal: Joseph Berkery of Berkery, Noyes &amp; Co. ...",260,TheDealVideo,0,0,0,"['berkery', 'business', 'joseph', 'market', 'middle']",m4QNSwswjnQ,UC82_3893X1tFjxj6U5FoqsA,25,2008-11-25T18:49:31.000Z
C0000109,YFL Kelvin - Nasdaq ( Official Video ),431427,Yfl Kelvin,162,5413,172,"['YFL', '9300', 'Nasdaq']",TE16-o_pRkg,UCjkY25XPG9BVG_yPAuze3CA,10,2018-03-12T20:49:29.000Z
C0000110,CAN Capital and Reliant Funding Discuss Renewable Sources of Working Capital,2077,CAN Capital,0,3,1,"['CAN Capital', 'Capital Access Network', 'small business', 'small business owner', 'small business story', 'business loan', 'small business finance', 'starting a business', 'startup', 'entrepreneur']",gnktAP6SjDI,UCmmzrH-DSvhmyPJMSdZRi4w,22,2015-01-20T23:52:27.000Z
C0000111,HOW TO INCREASE YOUR CREDIT SCORE | I GOT MY EXPERIAN CREDIT SCORE TO 982! | Style With Substance,13910,Style With Substance,[],351,41,"['fashion', 'beauty', 'lifestyle', 'blogger', 'design', 'make up', 'tutorials', 'credit score', 'Experian credit score', 'credit', 'score', 'credit report', 'free credit report', 'experian', 'experian credit', 'check my credit score', 'style with substance', 'experian credit report', 'how can i improve my credit score', 'improve my credit score', 'how to get better credit', 'get better credit', 'improve credit score']",p8hgfJULH8k,UC6q4vEZSMN3O8sIOkkt599Q,27,2018-10-27T09:18:47.000Z
C0000112,[Sub][Image 50] Cardfight!! Vanguard Official Animation - The Day When Vanguard Disappears,51836,CARDFIGHTVanguard,451,1068,16,"['Cardfight!! Vanguard (Game)', 'official', 'cardfight!!', 'vanguard', 'Animation (TV Genre)', 'cardfight vanguard', 'cardfight!! vanguard', 'episode', 'collectible', 'trading', 'card', 'game', 'ccg', 'tcg', 'ocg', 'collectible card game', 'animation', 'anime', 'japan', 'bushiroad', 'cards', 'deck', 'opening', 'pack', 'season', '5th', 'cardfight vanguard g']",Yy65kGhuo3k,UCyaL8QllDEAYiqpFz0tBWog,1,2019-04-20T12:30:03.000Z
C0000113,Significant Figures Made Easy!,1332063,Tyler DeWitt,876,8647,498,"['chemistry', 'physics', 'math', 'rounding', 'accuracy', 'precision', 'digits', 'khan', 'academy', 'lesson', 'help', 'tutorial']",5UjwJ9PIUvE,UCj3EXpr5v35g3peVWnVLoew,27,2008-04-28T02:50:56.000Z
C0000114,SmartAsset: Answers to Financial Questions -- for Free,1126,Fox5NY,1,11,0,"['Startup Company (Website Category)', 'SmartAsset', 'Financial Services (Industry)', 'Finance (Industry)']",oikvuS0S2U8,UCIjSUWHWp6KohfnR5OQTXnQ,25,2015-08-13T00:06:57.000Z
C0000115,AGNC Investment - 12% Dividende - Aktienvorstellung,1349,D wie Dividende,14,48,4,"['reits', 'aktien', 'hohe dividenden', 'dividenden aktien', 'dividenden aristokraten', 'monatliche dividenden', 'reit aktien', 'agnc', 'american capital agency', 'reit']",vq_GLc29NBA,UCRmzyV3wFq2MARTsroMVNzQ,27,2019-03-05T14:04:49.000Z
C0000116,Britt Nicole - Pave,2525970,BrittNicoleVEVO,1534,22166,595,"['Britt', 'Nicole', 'Pave', 'Capitol', 'CMG', 'Label', 'Group', 'Pop']",DU71JOa_810,UCtwUJ9r7NE-tvRdQ1-a49HA,10,2016-12-16T05:59:00.000Z
C0000117,Muqa dancing at Meryll Lynch Diwala Gala,460,muqassirshah,0,0,0,"['Muqa', 'BAX', 'dance', 'bollywood']",LteWtesC1tE,UCEcJ4CO0DItmakInXAe1VTw,24,2008-11-19T02:55:33.000Z
C0000118,How does Lenddo work?,11302,Omidyar Network,1,33,4,"['Lenddo', 'Omidyar Network', 'alternative credit scoring', 'credit scores', 'credit', 'financial inclusion', 'FinTech']",0bEJO4Twgu4,UCJCVxutq2-YeLj6lzDeOWDg,22,2016-06-20T18:04:26.000Z
C0000119,Can T Rowe Price 401k make me rich?,2341,Regular Guy Productions,13,18,5,"['Invest', 'Investing', 'Make me rich', 'T rowe price', 'Robinhood', 'retirement account', 'Dividends', 'Best stocks', 'Best retirement', 'Day Trade', 'Swing trade', 'Mutual funds', 'ETFs', 'Penny Stocks', 'Bitcoin', 'Litecoin', 'Cryptocurrency']",pqojOggVBqI,UCPpSqOzcsxtzPIV4QxOVqrA,26,2018-01-19T03:26:28.000Z
C0000120,Signature Bank of New York Music Video,3870,bigapplefan123456,3,28,2,"['Signature Bank', 'New York New York City']",tUWrlV9HgVU,UCooI1asrAuy2hZx7XEhwqdQ,22,2012-01-12T22:51:17.000Z
C0000121,Many Men Have Gunz (feat. We Were Soldiers) Final Battle Scene (song Sgt.MacKenzie) Tribute to...,3371,Lowescompany Music Productions - Topic,1,52,2,"['Lowescompany', 'Music', 'Productions', 'True', 'Lies', 'Many', 'Men', 'Have', 'Gunz', '(feat.', 'We', 'Were', 'Soldiers)', 'Final', 'Battle', 'Scene', '(song', 'Sgt.MacKenzie)', 'Tribute', 'to', 'Sgt', 'McKenzie']",0X4ZmLAwO6Y,UC5EsN7PEGgvxh92mB2rY1uQ,10,2015-04-17T12:08:23.000Z
C0000122,Earnings Report: Synovus Financial Corp. Reports Higher-Than-Expected Q2 Loss (SNV),169,TradeTheTrend,0,3,0,"['synovus', 'snv', 'Q2', 'smartrend', 'trade', 'the', 'trend', 'stock', 'market', 'news']",zkZF1ze6jTA,UCdMbo3RknL1cwOxnd_cdNUA,25,2010-07-22T21:25:17.000Z
C0000123,How Safe is Franklin Resources&#39; Dividend?,1398,Sure Dividend,10,31,0,"['ben dividend stock', 'dividend aristocrats', 'dividend stocks', 'dividend investing', 'stock market', 'dividend safety analysis', 'dividend payout ratio', 'dividend achievers', 'dividend kings', 'dividend safety', 'free cash flow', 'dividend growth investing', 'ben reynolds', 'nick mccullum', 'sure dividend', 'safe dividend stocks', 'cheap dividend stocks', 'best dividend stocks', 'franklin resources', 'franklin templeton']",chYKr802stg,UCqpB2gkCiCaqGiCV6hB55Nw,22,2018-12-11T18:10:25.000Z
C0000124,Aircastle Limited CEO Ron Wainshal: One Fly Stock | Mad Money | CNBC,857,CNBC,2,1,0,"['CNBC', 'business news', 'finance', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock market', 'stock performance', 'market news', 'stock picks', 'Mad Money (TV Program)', 'Aircastle Limited (Business Operation)', 'Aircraft Leasing']",vDT6OaTcE2A,UCvJJ_dzjViJCoLf5uKUTwoA,25,2014-12-10T18:39:41.000Z
C0000126,Company Profile: Assurant Inc. (NYSE:AIZ),951,TradeTheTrend,1,6,1,"['Assurant', 'AIZ', 'Stock', 'News', 'Trading']",AHxHc8dWn2U,UCdMbo3RknL1cwOxnd_cdNUA,25,2010-06-28T18:09:42.000Z
C0000127,About CNO Financial Group - March 2018,73,CNO Financial Group,[],0,0,"['CNO Financial Group', 'Bankers Life', 'Colonial Penn', 'Washington National', 'Insurance', 'Retirement', 'Financial Services', 'Careers', 'Carmel', 'Indiana']",E0B7HHxEUrY,UCfoQFsGxAFpyt8mg8kBYLIg,22,2018-03-22T18:42:38.000Z
C0000128,Freddie Mac and Your Mortgage,11551,freddiemac,0,39,4,"['How the Secondary Market Works', 'real estate', 'realtor', 'housing market', 'home buying']",vNPl4CS4nnQ,UCOj4SJrwR4ROI1ySroJ6INQ,1,2016-01-28T18:19:42.000Z
C0000129,Why Fidelity Remains a Private Company,5498,Bloomberg Markets and Finance,17,42,3,['Bloomberg'],X7QR_zfdj8o,UCIALMKvObZNtJ6AmdCLP7Lg,25,2017-09-27T10:31:11.000Z
C0000130,Private Equity Experts Discussion Series @Rotman,619,sorenchristensen1,0,2,0,"['Rotman School of Management', 'private equity', 'Master of Finance']",NYGQoL_d0VM,UCHTK8aUXF4J3hsSt0_afGeg,27,2010-11-12T18:42:48.000Z
C0000131,The Retiring Farmer - Start Planning Your Retirement Today,742,Overtime Studios,0,3,0,"['Gerry Gross', 'Kerry Wiebe', 'Don Tofin', 'The Retiring Farmer', 'Retiring Farmer', 'The Retiring Farmer Group', 'Farming Retirement', 'Saskatchewan', 'farmer', 'Accounting', 'Succession Planning', 'Farming Succession Planning', 'Business Plan', 'Farming Business Plans', 'Investment Planning', 'Investment Plan', 'Estate Planning', 'Estate Plan', 'Portfolio', 'Farming Investments', 'Harvest', 'Auction', 'Selling the Farm', 'Inheriting the family farm', 'The Family Farm']",m-j1PgFs5iQ,UCUyfg8Ht01PSy6gWC3cUkCw,26,2013-09-12T17:45:15.000Z
C0000134,Zaidi ya milioni 12 zaibwa kutoka ATM za Barclays,12815,Kenya CitizenTV,68,74,6,"['Barclays', 'ATM']",kGioYtYDg3I,UChBQgieUidXV1CmDxSdRm3g,25,2019-04-21T16:20:42.000Z
C0000135,The role of the Bank of England - Part 1: Money,66468,Bank of England,[],192,43,"['bank of england', 'roles', 'responsibilities', 'monetary policy', 'financial stability']",dI0MVV5UjKc,UCY70MMJ8Rj4wtwt7bVN6hIA,27,2013-06-27T09:02:41.000Z
C0000137,15 Things You Didn&#39;t Know About HSBC,83083,Alux.com,139,1065,72,"['Alux', 'Alux.com', 'Alux Youtube', 'luxury living', 'luxury lifestyle', 'luxury homes', 'luxury cars', 'fastest cars', 'alux watches', 'fine living', 'most expensive things in the world', 'new life', 'most expensive', 'extravagant things', 'billionaire lifestyle', 'hsbc holdings', 'hsbc bank', 'hsbc advert', 'hsbc golf 2017', 'hsbc news', 'hsbc credit card', 'hsbc commercial', 'hsbc founder', 'hsbc scandal', 'money', 'money laundering', 'hong kong office', 'Jaguar Formula 1', 'Stephen and Stitt', 'habc thailand', 'world war 2']",YBOvQteaAsE,UCNjPtOCvMrKY5eLwr_-7eUg,27,2018-01-11T11:58:08.000Z
C0000138,Noel Edmonds at Lloyds AGM May 24th 2018,80508,Lloyds Victims,376,1003,41,"['Noel Edmonds', 'HBOS Crime', 'HBOS Fraud', 'Lloyds Crime', 'Evil Bankers', 'Lloyds Victims', 'Lloyds Banking Group AGM', 'Lloyds Bank']",lDlCA8Qe9p8,UClvLbHceTM_nGF9dQLruJNQ,22,2018-05-24T17:50:06.000Z
C0000139,TransferWise in detail,100534,CreativeNomad TV,226,1495,55,"['transferwise', 'money transfer', 'currency exchange', 'moneygram', 'international transfer', 'international money transfer', 'xe', 'currencyfair', 'wire transfer', 'bank transfer', 'money remittance', 'transferwise review', 'expat', 'nomad', 'global', 'fees', 'spread', 'rate', 'travel', 'money transfer service', 'money transfer company', 'tutorial']",EWCFao8kcbI,UCboMaeOObINdFufyUF0eeyA,22,2018-03-15T04:07:49.000Z
C0000140,Peer To Peer Lending - Funding Circle Review,1889,Money Unshackled,6,34,0,"['Investing', 'Money Unshackled', 'MoneyUnshackled', 'Funding Circle', 'Peer to peer', 'peer to peer lending', 'peer to peer lending Funding Circle', 'Funding circle UK', 'funding circle uk Review', 'funding circle review', 'P2P Lending review', 'p2p lending uk review', 'peer to peer lending uk review', 'peer to peer lending review', 'zopa review', 'p2p lending', 'peer to peer lending explained', 'peer to peer investing', 'peer to peer investing uk', 'peer to peer lending uk', 'funding circle review 2018']",W4Fl-oWvPFU,UCsK9grupHNsIsSqIAyBBU7w,27,2018-09-17T10:00:03.000Z
C0000141,Conjunto Primavera - Algo De Mi (Video Oficial),33585664,ConjuntoPrimavraVEVO,2707,75350,5594,"['conjunto primavera', 'conjunto primavera vevo', 'vevo', 'vevo music', 'vevo playlist', 'latino', 'musica latina', 'Algo De Mi']",GY_RN80J9Z8,UClAfSxKoD4qxOQ4s3DvoaTA,10,2009-12-24T17:38:58.000Z
C0000142,How does a blockchain work - Simply Explained,2841387,Simply Explained - Savjee,1150,35090,903,"['lesson', 'training', 'basics', 'basic tutorial', 'beginner', 'best practices', 'dummies', 'fundamentals', 'free', 'introduction', 'learn', 'explained', 'simple', 'simply explained', 'blockchain', 'bitcoin', 'satoshi', 'smart contracts', 'security', 'protect', 'notary']",SSo_EIwHSd4,UCnxrdFPXJMeHru_b4Q_vTPQ,28,2017-11-13T20:00:01.000Z
C0000143,Monzo Review Update 2019 - One Year Later!,7225,Stu’s Reviews,63,133,9,"['Monzo review 2019', 'monzo review', 'monzo review update', 'monzo review uk', 'monzo uk', 'monzo bank', 'monzo card', 'new monzo review', 'stus reviews monzo', 'fintech finance', 'fintech review', 'money gadgets', 'money gadget', 'best bank uk', 'bank of the future', 'money 2020', 'monzo app review', 'monzo', 'monzo bank card', 'monzo bank review', 'monzo card review', 'monzo current account review', 'monzo bank account', 'how to use monzo', 'what is monzo', 'using monzo', 'how does monzo work']",0cFZLQRb-kk,UC__spnljoqvOVYaMTMsSn3g,28,2019-03-29T20:18:30.000Z
C0000144,Yielders - Meet The Yielders Team,179,Yielders Investment,0,1,0,"['Yielders', 'Property', 'Investment', 'Property Investment', 'Crowdfunding', 'Sharia Certified', 'Sharia Investment', 'UK Property Market']",eZtesUAYuJs,UCppwOYTEsQel-lq-sDsktcQ,22,2017-09-04T16:27:08.000Z
C0000145,From £6k to £2bn - MarketInvoice&#39;s key to rapid growth from CEO Anil Stocker,669,11FS,0,12,1,"['MarketInvoice', 'Anil Stocker', 'David Brear', 'fintech', 'innovation', 'business lending']",uqX_vOeWxjQ,UC3eVdgT1EHwIxG5ynO42XXg,22,2018-03-29T15:57:20.000Z
C0000146,Leaders Of Tomorrow | Season 7 | Capital First Ltd. Part 1,12778,ET NOW,[],161,13,"['Business news', 'news today', 'economy', 'economic news', 'money', 'finance', 'financial news', 'times now', 'et now', 'latest news', 'stocks and shares', 'stocks today', 'Investment', 'shares', 'stocks', 'exclusive interview']",akAd6MWUxV0,UCI_mwTKUhicNzFrhm33MzBQ,25,2018-09-05T10:00:26.000Z
C0000150,IFCI LTD !! {Latest update 2018},656,indian stocks technical analysis by Rajasekar,0,3,1,['IFCI LTD !! {Latest update 2018}'],moC49piKYOo,UCC0uZp89jY5Qg0bU_2j8Leg,22,2018-02-08T06:57:07.000Z
C0000151,Weingarten Realty Investors Focuses on Tenant Diversification and Quality of Location,27,Nareit1,0,0,0,"['REIT', 'REITs', 'Nareit', 'commercial real estate', 'CRE', 'real estate investment trusts', 'real estate', 'investment', 'reit.com', 'REITweek', 'Weingarten Realty Investors', 'Drew Alexander']",9qEqduimOC8,UCedqqjlQZQGqyR_a_2c8rMg,25,2018-06-13T15:47:15.000Z
C0000153,PwC&#39;s 20th CEO Survey: Peter Harrison of Schroders plc.,1256,PwC,[],4,0,"['PwC', 'economic growth', 'talent', 'trust', 'digital age', 'globalisation', 'Davos', 'CEO survey', 'digitisation', 'technology', 'Schroders', 'Peter Harrison']",vJkeRPduifw,UCqM8eryZbVt6nCjREYLIRUw,22,2017-01-16T19:06:22.000Z
C0000154,Unpacking Admiral Group PLC,360,CNBCAfrica,0,0,0,"['Talking stocks', 'talkingstocks', 'stocks', 'TALKINGSTOCKS', 'CNBC Africa', 'Southern Africa', 'IG', 'Anchor Capital', 'financial services', 'investment management', 'Bryan Rudd', 'Sean Ashton', 'Admiral Group PLC', 'motor insurance', 'Wales', 'London Stock Exchange']",CBrZVXtooWc,UCsba91UGiQLFOb5DN3Z_AdQ,25,2015-09-09T09:09:36.000Z
C0000155,15 Legal and General   Combining smart data and technological innovation to shape the customer exper,237,BIBAbroker,1,1,0,,ei3dq7pqgYU,UCVY9wVMNOXlJ0IDobGo2aqQ,29,2018-05-31T09:30:55.000Z
C0000156,AViVA - Blackout (lyrics),3200098,MrSuicideSheep,988,58640,903,"['MrSuicideSheep', 'AViVA Blackout', 'AViVA', 'AViVA GRRRLS', 'Dark Pop', 'Emo Pop', 'Blackout', 'Pop', 'Twenty One Pilots', '8 Graves', 'grandson', 'Electronic']",URTi98rJaLY,UC5nc_ZtjKW1htCVZVRxlQAQ,24,2019-01-24T17:30:46.000Z
C0000157,Top 5 Insurance Company 2017,10207,Hits Berry,5,101,12,"['Top 5 Insurance Company 2017', 'Insurance Company', 'insurance', 'car insurance', 'insurance (industry)', 'insurance companies', 'insurance policies', 'life insurance', 'best insurance companies', 'berkshire hathaway', 'top 5', 'vehicle insurance', 'health (industry)', 'auto insurance', 'geico', 'top10', 'top', 'overpaying for insurance', 'financial analysis', 'top five list', 'top five', 'top 5 general insurance', 'financial', 'best companies', 'top companies', 'axa insurance', 'china insurance', 'top insurance companies', 'best']",jL913yflhb0,UCk-NV4JY_yTlCiwWukz4CVg,24,2017-11-26T12:19:19.000Z
C0000158,Das KfW-Programm &quot;Energieeffizient Sanieren&quot;,3018,Bundesministerium für Wirtschaft und Energie,2,12,1,"['Sanierung', 'Gebäude', 'Wohnen', 'Energie', 'Effizienz', 'KfW', 'Förderung', 'Energetisch', 'Heizung', 'Dach', 'Fenster', 'Dämmung']",WmZjB6Sx-Vw,UCQfBtMOs07bff6CYvSpbECw,25,2018-01-03T13:14:31.000Z
C0000159,Wie gefährlich ist die Deutsche Bank?,148007,ARD,213,967,109,"['Deutsche Bank', 'Firmenzentrale']",fm9ubVU7kHE,UCqmQ1b96-PNH4coqgHTuTlA,25,2017-08-15T07:52:56.000Z
C0000160,Fallout 4 - Weathervane: Commonwealth Bank,115545,LordMatrim,86,484,42,"['game', 'gaming', 'fallout', 'fallout4', 'fallout 4', 'quest', 'railroad', 'tinker', 'tom', 'weathervane', 'Commonwealth', 'Bank', 'Weathervane: Commonwealth Bank']",hi29TOm45Ec,UCwddb8hl_xysTSGW7iiuyEA,20,2015-11-16T03:52:49.000Z
C0000161,AWS re:Invent 2018 - Yuri Misnik from National Australia Bank Shares the Company’s AWS Migration,1766,Amazon Web Services,3,15,1,"['AWS', 'Amazon Web Services', 'Cloud', 'cloud computing', 'AWS Cloud', 'reinvent 2018', 're:Invent 2018', 'Yuri Misnik', 'National Australia Bank', 'NAB', 'AWS Well-Architected Framework']",MJan8thlcv0,UCd6MoB9NC6uYN2grvUNT-Zg,28,2018-12-04T15:07:49.000Z
C0000162,Dancer - TD Bank | Unexpectedly Human,1027696,TDBankUS,121,695,23,,-c7t1v8EtNo,UCfELJXYUv2bE1f-ohJj-1jQ,29,2019-01-14T14:31:34.000Z
C0000164,"Bajaj Finserv Ltd, Bajaj Finance Limited, Latest Share Market News (Hindi)",463,Stock Market Adda,2,14,1,"['Bajaj Finserv Ltd', 'Bajaj Finance Limited', 'bajaj finserv news', 'bajaj finserv latest news', 'bajaj finserv stock', 'Bajaj Finance stock news', 'Bajaj Finance latest news', 'Bajaj Finance', 'share', 'stock', 'latest share market news', 'share market', 'stock market', 'intraday']",T23iBe491Ys,UCbJ_wWd0dCQCfuKbgPW-Y0Q,27,2019-02-05T09:47:55.000Z
C0000165,YESBANK STOCK ANALYSIS | IBULHSGFIN STOCK ANALYSIS | BPCL STOCK ANALYSIS | SUNTV | RAJESHEXPO,125,Jibanjyoti Panigrahi,3,9,1,"['yesbank stock analysis', 'yesbank news', 'yesbank share analysis', 'yesbank', 'yesbank technical analysis', 'ibulhsgfin', 'ibulhsgfin stock analysis', 'ibulhsgfin share analysis', 'bpcl stock analysis', 'bpcl', 'bpcl share analysis', 'suntv stock analysis', 'suntv stock', 'suntv', 'rajeshexpo stock analysis', 'rajeshexpo stock', 'rajeshexpo', 'jibanjyoti panigrahi', 'jibanjyoti', 'latest stock analysis', 'latest stock news']",sE8_CReHDBg,UCQHJkK8oqjcszmgdnNnL3Kg,27,2019-04-22T17:44:27.000Z
C0000166,Muthoot Finance &amp; Subsidiaries | Consolidated Loan AUM,6030,The Muthoot Group,4,103,9,"['muthoot', 'muthoot group', 'gold loan company', 'financial company']",x3XTs9guMVQ,UCUfz5FIJA2Wd3FSE6SjYqwA,25,2018-10-03T07:32:31.000Z
C0000167,ANZ Banking Group Limited Event - 2/9/2012,1480,RTVMalacanang,0,2,0,"['ANZ', 'Banking', 'Group', 'Limited', 'Event', '2/9/2012']",MD_h51IIDU8,UC46YJ9p0d6MSUXRZFRZrwGQ,25,2012-02-10T08:00:44.000Z
