Company_Id,videoId,viewCount,commentCount,likeCount,dislikeCount,channelId,tags,publishedAt
C000040,7InRV0zndkM,1024,4,20,3,UCrM7B7SL_g1edFOnmj-SDKg,['Bloomberg'],2018-11-14T23:26:08.000Z
C000041,84Zs5ISqKU8,7005,9,99,4,UCW9B1PJwennxYi5Fk_94Lew,,2019-02-16T00:30:00.000Z
C000042,UL9VBvfbE5Y,15041,71,161,13,UCyZNir5FhvazX5L3_Q77UbA,"['Investing', 'start investing', 'investments', 'stock market', 'real estate', 'reits', 'cash', 'wealth', 'dividends', 'portfolio update', 'real estate investing', 'passive income', 'market', 'rich', 'build wealth', 'stocks', 'bonds', 'value stocks', 'dividend growth']",2018-08-20T00:49:32.000Z
C000043,ywehKClWOoc,251,0,1,0,UCIALMKvObZNtJ6AmdCLP7Lg,['Bloomberg'],2018-05-01T13:30:01.000Z
C000044,GlV_QO5B2eU,145462,93,1410,61,UCfzlCWGWYyIQ0aLC5w48gBQ,"['Python', 'Quantopian', 'programming', 'algo', 'algorithmic', 'finance', 'tutorial', 'investing', 'stocks', 'trading', 'data analysis', 'data science', 'market', 'forex', 'Pandas', 'analysis', 'technical analysis', 'futures', 'options']",2017-01-30T17:56:19.000Z
C000045,Z6COiA0N9xI,94,0,5,0,UC_MiX28ydqzqEERnt0qzkdg,"['SEIC', 'SEI Investments', 'ENV', 'Schwab', 'Top Stock Picks']",2019-02-01T18:21:49.000Z
C000046,Ds0XHIyPhZg,4450305,11135,28733,925,UCY7myQe1ef6Ed3fhPBn3aEA,"['Kitchen Nightmares (TV Program)', 'Reality Television (TV Genre)']",2014-11-29T19:59:03.000Z
C000047,Rm0Z7wmv7dM,34706191,[],38675,21992,UC4ODgZPSmUVgpbjT_CVNBpA,"['toys', 'funny', 'colour', 'play', 'fizzy fun toys', 'kids video', 'family', 'kids', 'for children', 'kid', 'nickelodeon', 'toy', 'kids videos', 'friendly', 'kindergarten', 'best', 'playing', 'fun', 'surprise', 'children', 'for kids', 'fizzy']",2017-01-05T21:35:14.000Z
C000048,xYGffSCyHIw,95,0,0,0,UCR7m9Qy6DKWkqwEP_r4cQ6A,,2017-02-03T19:48:58.000Z
C000049,5WjNkdjxb5k,132072,581,1334,140,UCDSZ3ysVjBKT3d3VYuBzQ-Q,"['postmates', 'postmates review', 'postmates delivery', 'postmates driver', 'postmates delivery review', 'postmates driver review', 'postmates delivery driver', 'a day in the life', 'postmates earnings', 'postmates tips', 'postmates fleet', 'postmates delivery driver reviews', 'postmates delivery driver tips', 'review on postmates', 'how to be a postmate']",2018-10-05T16:58:55.000Z
C000051,Kco17yQYvLA,1249,38,232,0,UC9jKcnqQ1TziJRAkSXbNISA,"['PHILIPPINES TOURIST VISA', 'HOW TO EXTEND YOUR VISA', 'PHILIPPINES VISA EXTENSION', 'philippines tourist visa extension', 'philippines vlog', 'manila philippines', 'travel tips and hacks', 'FILIPINO', 'the Philippines', 'philippines 2019', 'making it juicy', 'the juicy vlog', 'travel vlog', 'philippines travel vlog', 'filipino vlog']",2019-04-22T15:09:41.000Z
C000052,LoxeQZs28o4,36762,31,98,11,UCn1pOpcTwG_s4p2uoRTsVsA,"['Hospital Pharmacy', 'Distribution Center', 'Pharmacy', 'Health', 'Hospital', 'McKesson Corporation (Business Operation)']",2014-03-15T05:05:36.000Z
C000053,LVkFqpLOcxc,4393,3,11,4,UCky2PWQvQu9S1FDLLrsvA6g,['youtube'],2017-09-29T19:09:16.000Z
C000054,Cf7lSsh11RQ,3224,0,13,0,UCNZxLVlsJtF6c00EDjlGX-g,"['GATX', 'TANK CAR', 'EPOXY TOPCOAT', 'INDUSTRIAL PAINT', 'TRAIN PAINT', 'Impron HG', 'Imron HG 2.1', 'Train (Transit Vehicle Type)', 'Tank Locomotive (Transit Service Type)', 'Industrial Topcoat', 'PPG Amerlock 2', 'Macropoxy']",2015-03-24T02:55:02.000Z
C000055,LyjdvKC0gus,5394,[],20,3,UCd-EFUNy8dc5p2NiKH0V2Og,"['BMO', 'Bank', 'Smart Branch', 'Business Connection', 'NCTV17', 'Naperville']",2016-04-13T15:47:26.000Z
C000056,kZFCa13PqGQ,357,0,0,0,UCyN8-AstDhOoFTYdxLLRZzQ,"['William Blair & Company (Organization)', 'Investor (Profession)']",2014-06-02T18:46:30.000Z
C000057,BG5-qTg1A4U,914,0,13,0,UCQAvjhqp559qSQx2dcg9WVg,"['stock market', 'options trading', 'options trader', 'stock charts', 'option strategies', 'stock trading', 'trading', 'put option', 'call option', 'online trading']",2018-06-14T16:25:06.000Z
C000058,Ue-72YuFIfk,827,0,2,0,UCdBFeZNrlmqnKxAlaEksleg,"['Jim', 'Tyree']",2009-10-21T13:48:17.000Z
C000059,F9G1L2dr5LY,4924,3,61,1,UCW9B1PJwennxYi5Fk_94Lew,,2018-12-08T00:30:00.000Z
C000061,4f_81sEPLNM,30244,21,459,9,UC4darBo4jXDLs3bt-72xvNg,"['PWC interview', 'interview questions and answers', 'Big 4 interview', 'pWC', 'PricewaterhouseCoopers']",2018-08-12T15:30:42.000Z
C000062,FTkOW8QdDFE,1563,0,3,0,UCyadM0y2zma5bGWE5J2ZXfg,['4667531064001'],2015-12-18T21:27:31.000Z
C000064,ZksMw2vkHw8,187,0,1,0,UCsWsf7isBYf-b0cKaOBuOYQ,,2016-05-04T11:05:00.000Z
C000065,UFZUUC-wsFQ,25587,[],87,15,UCqa89Iv9OVbhXUl1UICQ6rw,"['CIBC', 'CIBC online banking', 'CIBC banking app', 'CIBC mobile', 'Banking', 'Business', 'Innovation', 'Technology', 'How to', 'Transfers', 'Interac eTransfers', 'eDeposit', 'Bill Payments', 'alerts', 'register', 'manage accounts', 'book a meeting', 'mobile payments']",2017-01-03T16:59:32.000Z
C000066,xvlRmzWFrVI,2273,4,14,0,UCP2gdh7HfjgCoi8lO50dA5w,"['Journalism Franchise', 'Fortune', 'business', 'wall street', 'finance', 'voya', 'voya financial', 'rodney martin', 'returement']",2017-04-20T22:00:06.000Z
C000067,yaOrREwzzts,93,0,0,0,UCr3GAs9r2HHtrI4pso-DfKg,"['Ameriprise Financial (Business Operation)', 'National Day of Service']",2013-12-31T21:57:37.000Z
C000068,4nIl4xi6uOs,17,0,0,0,UC-g153QOikrYMnjzjvelbdA,"['HCP Grauwild', 'Recruiting Film', 'Imagefilm', 'Filmproduktion', 'Grauwild', 'Werbeagentur']",2019-01-28T13:55:49.000Z
C000069,Y0gIBzhuIrY,13030,28,71,10,UCZuhCKhUmtpdoHJPdpXzgDA,"['The', '4th', 'Hr', '»', 'Truth', 'About', 'Progressive', 'Insurance']",2012-08-15T15:59:55.000Z
C000071,L0MFez-rFNA,683,0,5,0,UCV39C4HdyEOphc_FVOiwRbQ,,2017-11-29T20:37:22.000Z
C000073,vUt1aaLxLuY,306777,69,962,75,UCTDkxYOT0uVf9hSyExMASJQ,"['KPMG', 'Big 4', 'accounting', 'tax', 'audit', 'advisory', 'careers', 'pwc', 'deloitte', 'Ernst & Young (Organization)']",2013-09-04T18:23:25.000Z
C000074,MDOW6UkosGY,1945,36,25,4,UCQItI-dHaUjWcZmoO-KzoQA,"['USAA', 'usaa customer review', 'customer review', 'navy fed', 'navey federal', 'military loans', 'military banks', 'military insurance', 'banks', 'military homeowner insurance', 'armed forces', 'military home mortgages', 'military', 'us military', 'army', 'navy', 'us army', 'marines']",2018-10-15T11:14:18.000Z
C000075,ddJHU7aeU1M,49719,180,757,19,UCEVXhsR6e3D522BHQj9MlLg,"['the credit shifu', 'credit card', 'credit score', 'american express charge card', 'amex charge card', 'american express', 'charge card', 'amex gold card', 'amex rose gold', 'amex platinum', 'amex platinum review', 'amex metal rose gold card', 'amex metal card', 'amex gold metal', 'amex green', 'amex green card unboxing', 'american express platinum', 'centurion lounge', 'amex card benefits', 'amex rose gold card', 'new amex gold card', 'new amex gold card review']",2018-10-14T15:45:16.000Z
C000076,JIrhcOIYfA8,1277731,281,7172,312,UCwh_GEK2xL8COQwcgP5Xvjg,"[""ZZ Top (Musical Group) I'm Bad"", ""I'm Nationwide""]",2014-04-04T11:02:22.000Z
C000077,tg5FYZfJKbM,2415,0,4,0,UCg2rexusra_Jz4Gqy2EbWmg,"['retirement', 'Insurance', 'life insurance', 'financial security', 'pensions']",2016-09-30T09:50:01.000Z
C000078,RLO1pU76Z2A,1020,20,33,5,UCRmzyV3wFq2MARTsroMVNzQ,"['dividende', 'hohe dividende', 'monatliche dividende', 'ares capital', 'dividenden aktien', 'aktien', 'böerse', 'dividendenadel', 'dividendenaristokraten']",2019-02-02T19:24:39.000Z
C000079,Uz5vtnnPSlo,169010,35,1372,71,UCDmwB9wWtfeXQ8zRVkltPiQ,"['yo gotti', 'allstate', 'the return of cocaine muzik', 'yogottiVEVO']",2015-08-06T23:49:38.000Z
C000080,VgyGdsXJBaM,186,0,0,0,UCwogq7xkqybiwqf3e8Kh-wA,"['IUP', 'Indiana University of Pennsylvania', 'PNC', 'cyber security', 'pittsburgh', 'alumni', 'computer science', 'Josh Waibel']",2017-10-23T15:15:43.000Z
C000082,pdWzmYvV1Qs,22,0,1,0,UCV3KGqLw40xHCulIXmhIedw,"['#trading', '#investing', '#thetrendisyourfriend', '#IWM', '#dividendstock', '#valuestock', '#$IWM', '#learn to trade #learn to read a stock chart', '$CINF', '#CINF']",2019-01-29T15:00:16.000Z
C000083,Zzk7Buo6IrU,48,0,0,0,UCqE1jUB9Zu4WvWsPBnsKg8w,['Axis Capital Holdings Limited graded A+ by Various Financial Analysts'],2015-02-09T04:00:24.000Z
C000084,vhnGXsI8Et8,1458,0,6,0,UCzAWI2DZiTrLqBKThIvtlLw,"['cyber insurance', 'cybersecurity', 'cyber', 'ondemand']",2018-10-29T16:30:56.000Z
C000085,mEIVsyCR3J4,17,0,0,0,UCHlHd21wJ283rWb_WDMFQXQ,"['WordPress', 'Local WordPress Meetups', 'Tampa Bay WordPress', 'Google Analytics', 'Social Media']",2019-04-20T03:16:04.000Z
C000088,QU8VI54B8bc,1689,1,10,0,UCrp_UI8XtuYfpiqluWLD7Lw,"['CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'finance', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock performance', 'market news', 'stock picks']",2018-07-31T14:52:30.000Z
C000089,YeufKd4Wlwk,7141,0,13,2,UCGEU5Xa_5HKMb6gEFfGYdTw,"['jason', 'hall', 'john', 'behlmann', 'roman', 'bodnar', 'sean', 'tice', 'cme', 'group', 'inc', 'merc', 'chicago', 'mercantile', 'exchange', 'nymex', 'new', 'york', 'saturday']",2008-01-05T06:58:25.000Z
C000090,SwdwMxLzPCQ,15,0,0,0,UCIrA9IiXBMQ1v4SOMUv13wA,"['S&P Global Inc (SPGI) Holdings Boosted by Highland Capital Management LLC', 'S&P Global Inc', 'SPGI', 'Highland Capital Management LLC']",2018-02-05T16:50:04.000Z
C000091,TafaxhIXycE,2437,7,51,3,UCmh7afBz-uWwOSSNTqUBAhg,"['Forbes', 'Forbes Media', 'Forbes Magazine', 'Forbes Digital', 'Business', 'Finance', 'Entrepreneurship', 'Technology', 'Investing', 'Personal Finance', 'suntrust bank', '2018', 'cannes', 'susan johnson', 'chief marketing officer', 'cmo']",2018-09-27T13:00:04.000Z
C000092,uKg8Z8rAI2c,472,0,3,0,UCNOeIMewd-UX51lEy1iTQiA,,2018-06-08T19:16:27.000Z
C000093,TD7RHr5ujzk,1287,4,13,1,UCpRQuynBX9Qy9tPrcswpPag,"['Stocks', 'Investing', 'Invest', 'How to Invest', 'stock picks', 'stock news', 'Stock Market', 'stock market news', 'investing 101', 'dividend stocks', 'stock', 'investor', 'Wall Street', 'investors', 'investing ideas', 'finance', 'business', 'investment plan', 'fool.com', 'The Motley Fool', 'Financials', 'Synchrony Financial', 'credit card business', 'how store credit card work', 'how do credit card companies make money', 'synchrony financial stock']",2018-10-24T16:27:31.000Z
C000094,JaOJeFXsDwY,1009,0,7,0,UCvJJ_dzjViJCoLf5uKUTwoA,"['CNBC', 'business news', 'finance', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock market', 'stock performance', 'market news', 'stock picks', 'keycorp ceo', 'keycorp', 'ceo', 'keycorp ceo coiled spring effect', 'beth mooney', 'beth mooney interview', 'beth mooney ceo', 'beth mooney keycorp']",2017-07-21T15:20:46.000Z
C000095,2C5a2L5NHl0,585471,197,2811,210,UCQMqUlg362Hhar_iCZ9tcjQ,"['business', 'leadership']",2013-12-03T17:49:16.000Z
C000096,Qd2Kh80ZK6k,229821,531,5819,114,UCV0qA-eDDICsRR9rPcnG7tw,"['Interview', 'interview two sigma', 'two sigma', 'quant', 'quantitative finance', 'quantitative researcher', 'citadel', 'david ma', 'joma', 'joma vlog', 'jomatech']",2018-06-10T23:00:01.000Z
C000097,ivvWyIscEt0,162382,444,3335,135,UCV0qA-eDDICsRR9rPcnG7tw,"['joma', 'vlog', 'interview', 'quant', 'citadel', 'kaido kid', 'quantitative finance', 'two sigma', 'jump trading', 'joma tech', 'interview with a quant', 'rapper']",2018-08-09T16:00:05.000Z
C000098,Xc3kcMD5F4o,45847,76,852,37,UCNjPtOCvMrKY5eLwr_-7eUg,"['Alux', 'Alux.com', 'Alux Youtube', 'luxury living', 'luxury lifestyle', 'luxury homes', 'luxury cars', 'fastest cars', 'alux watches', 'fine living', 'most expensive things in the world', 'new life', 'most expensive', 'extravagant things', 'billionaire lifestyle', 'ray dalio', 'bridgewater associates', 'hedge funds', 'ray dalio net worth', 'bridgewater headquarters', 'bridgewater offices']",2017-11-02T12:48:44.000Z
C000099,yeVErTlUIFQ,54526,8,238,12,UCZmFGmZ0IzqFSOtrVj8Gh6w,['credit suisse'],2015-03-20T06:34:07.000Z
C0000100,1QJHtZAa590,131682,355,2449,47,UC62C8xnjBJzUdH4-kftzIvg,"['Stock (Literature Subject)', 'E-Trade (Business Operation)', 'how to', 'buy stocks', 'invest', 'Dave Ramsey (Musical Artist)', 'investing', 'buy stocks with etrade', 'how to find stocks', 'cnn money', 'bloomberg', 'marketwatch', 'wallstreet', 'how to buy stock', 'suga mamma', 'money', 'warren buffet']",2014-08-02T17:28:34.000Z
C0000101,0of0ldCBnm4,5906,13,74,3,UCQItI-dHaUjWcZmoO-KzoQA,"['Navy Federal Creidt Union', 'Navy fed', 'navy federal', 'navy federal bank', 'navy federal go rewards', 'navy federal credit cards', 'navy federal car loan', 'navy federal commercial', 'usaa', 'millitary banks', 'military finance', 'military money saving tips', 'Navy fed customer', 'navy fed customer review', 'navy federal credit union customer review', 'navy federal credit union bank', 'navy federal flagship rewards', 'navy federal app', 'navy federal reviews', 'oclikewhat', 'yt;cc=on']",2018-09-16T07:09:20.000Z
C0000103,V-BUAU8xpDw,1944,0,7,0,UC70Ya2BGcAjFaazJk_Ig5UA,,2018-03-23T19:24:31.000Z
C0000104,_adWEFwLgJU,9,0,0,0,UCqVmFgjZqKJbptTc7sCvyrQ,,2017-05-08T01:39:15.000Z
C0000105,mr1iIwqXh3I,716,0,1,0,UC3xS3U_vQmJHexJQGHNDKRQ,"['Microsoft Dynamics CRM', 'Microsoft Dynamics (Business Operation)', 'Customer Relationship Management (Industry)', 'Software', 'Technology', 'Financial Services (Industry)']",2014-02-11T16:04:01.000Z
C0000106,TfIH2kjb-Fk,285,2,3,1,UCrp_UI8XtuYfpiqluWLD7Lw,"['cnbc', 'business', 'news', 'finance', 'investing', 'technology', 'startup', 'venture', 'disrupt', 'innovation', 'app', 'digital', 'online', 'funding']",2018-06-15T17:57:48.000Z
C0000107,eXM4iSEeHls,65,0,0,0,UCAKXp2kd04ZbCqlZl-3DSPg,,2016-04-11T21:27:43.000Z
C0000108,m4QNSwswjnQ,260,0,0,0,UC82_3893X1tFjxj6U5FoqsA,"['berkery', 'business', 'joseph', 'market', 'middle']",2008-11-25T18:49:31.000Z
C0000109,TE16-o_pRkg,431427,162,5413,172,UCjkY25XPG9BVG_yPAuze3CA,"['YFL', '9300', 'Nasdaq']",2018-03-12T20:49:29.000Z
C0000110,gnktAP6SjDI,2077,0,3,1,UCmmzrH-DSvhmyPJMSdZRi4w,"['CAN Capital', 'Capital Access Network', 'small business', 'small business owner', 'small business story', 'business loan', 'small business finance', 'starting a business', 'startup', 'entrepreneur']",2015-01-20T23:52:27.000Z
C0000111,p8hgfJULH8k,13910,[],351,41,UC6q4vEZSMN3O8sIOkkt599Q,"['fashion', 'beauty', 'lifestyle', 'blogger', 'design', 'make up', 'tutorials', 'credit score', 'Experian credit score', 'credit', 'score', 'credit report', 'free credit report', 'experian', 'experian credit', 'check my credit score', 'style with substance', 'experian credit report', 'how can i improve my credit score', 'improve my credit score', 'how to get better credit', 'get better credit', 'improve credit score']",2018-10-27T09:18:47.000Z
C0000112,Yy65kGhuo3k,51836,451,1068,16,UCyaL8QllDEAYiqpFz0tBWog,"['Cardfight!! Vanguard (Game)', 'official', 'cardfight!!', 'vanguard', 'Animation (TV Genre)', 'cardfight vanguard', 'cardfight!! vanguard', 'episode', 'collectible', 'trading', 'card', 'game', 'ccg', 'tcg', 'ocg', 'collectible card game', 'animation', 'anime', 'japan', 'bushiroad', 'cards', 'deck', 'opening', 'pack', 'season', '5th', 'cardfight vanguard g']",2019-04-20T12:30:03.000Z
C0000113,5UjwJ9PIUvE,1332063,876,8647,498,UCj3EXpr5v35g3peVWnVLoew,"['chemistry', 'physics', 'math', 'rounding', 'accuracy', 'precision', 'digits', 'khan', 'academy', 'lesson', 'help', 'tutorial']",2008-04-28T02:50:56.000Z
C0000114,oikvuS0S2U8,1126,1,11,0,UCIjSUWHWp6KohfnR5OQTXnQ,"['Startup Company (Website Category)', 'SmartAsset', 'Financial Services (Industry)', 'Finance (Industry)']",2015-08-13T00:06:57.000Z
C0000115,vq_GLc29NBA,1349,14,48,4,UCRmzyV3wFq2MARTsroMVNzQ,"['reits', 'aktien', 'hohe dividenden', 'dividenden aktien', 'dividenden aristokraten', 'monatliche dividenden', 'reit aktien', 'agnc', 'american capital agency', 'reit']",2019-03-05T14:04:49.000Z
C0000116,DU71JOa_810,2525970,1534,22166,595,UCtwUJ9r7NE-tvRdQ1-a49HA,"['Britt', 'Nicole', 'Pave', 'Capitol', 'CMG', 'Label', 'Group', 'Pop']",2016-12-16T05:59:00.000Z
C0000117,LteWtesC1tE,460,0,0,0,UCEcJ4CO0DItmakInXAe1VTw,"['Muqa', 'BAX', 'dance', 'bollywood']",2008-11-19T02:55:33.000Z
C0000118,0bEJO4Twgu4,11302,1,33,4,UCJCVxutq2-YeLj6lzDeOWDg,"['Lenddo', 'Omidyar Network', 'alternative credit scoring', 'credit scores', 'credit', 'financial inclusion', 'FinTech']",2016-06-20T18:04:26.000Z
C0000119,pqojOggVBqI,2341,13,18,5,UCPpSqOzcsxtzPIV4QxOVqrA,"['Invest', 'Investing', 'Make me rich', 'T rowe price', 'Robinhood', 'retirement account', 'Dividends', 'Best stocks', 'Best retirement', 'Day Trade', 'Swing trade', 'Mutual funds', 'ETFs', 'Penny Stocks', 'Bitcoin', 'Litecoin', 'Cryptocurrency']",2018-01-19T03:26:28.000Z
C0000120,tUWrlV9HgVU,3870,3,28,2,UCooI1asrAuy2hZx7XEhwqdQ,"['Signature Bank', 'New York New York City']",2012-01-12T22:51:17.000Z
C0000121,0X4ZmLAwO6Y,3371,1,52,2,UC5EsN7PEGgvxh92mB2rY1uQ,"['Lowescompany', 'Music', 'Productions', 'True', 'Lies', 'Many', 'Men', 'Have', 'Gunz', '(feat.', 'We', 'Were', 'Soldiers)', 'Final', 'Battle', 'Scene', '(song', 'Sgt.MacKenzie)', 'Tribute', 'to', 'Sgt', 'McKenzie']",2015-04-17T12:08:23.000Z
C0000122,zkZF1ze6jTA,169,0,3,0,UCdMbo3RknL1cwOxnd_cdNUA,"['synovus', 'snv', 'Q2', 'smartrend', 'trade', 'the', 'trend', 'stock', 'market', 'news']",2010-07-22T21:25:17.000Z
C0000123,chYKr802stg,1398,10,31,0,UCqpB2gkCiCaqGiCV6hB55Nw,"['ben dividend stock', 'dividend aristocrats', 'dividend stocks', 'dividend investing', 'stock market', 'dividend safety analysis', 'dividend payout ratio', 'dividend achievers', 'dividend kings', 'dividend safety', 'free cash flow', 'dividend growth investing', 'ben reynolds', 'nick mccullum', 'sure dividend', 'safe dividend stocks', 'cheap dividend stocks', 'best dividend stocks', 'franklin resources', 'franklin templeton']",2018-12-11T18:10:25.000Z
C0000124,vDT6OaTcE2A,857,2,1,0,UCvJJ_dzjViJCoLf5uKUTwoA,"['CNBC', 'business news', 'finance', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock market', 'stock performance', 'market news', 'stock picks', 'Mad Money (TV Program)', 'Aircastle Limited (Business Operation)', 'Aircraft Leasing']",2014-12-10T18:39:41.000Z
C0000126,AHxHc8dWn2U,951,1,6,1,UCdMbo3RknL1cwOxnd_cdNUA,"['Assurant', 'AIZ', 'Stock', 'News', 'Trading']",2010-06-28T18:09:42.000Z
C0000127,E0B7HHxEUrY,73,[],0,0,UCfoQFsGxAFpyt8mg8kBYLIg,"['CNO Financial Group', 'Bankers Life', 'Colonial Penn', 'Washington National', 'Insurance', 'Retirement', 'Financial Services', 'Careers', 'Carmel', 'Indiana']",2018-03-22T18:42:38.000Z
C0000128,vNPl4CS4nnQ,11551,0,39,4,UCOj4SJrwR4ROI1ySroJ6INQ,"['How the Secondary Market Works', 'real estate', 'realtor', 'housing market', 'home buying']",2016-01-28T18:19:42.000Z
C0000129,X7QR_zfdj8o,5498,17,42,3,UCIALMKvObZNtJ6AmdCLP7Lg,['Bloomberg'],2017-09-27T10:31:11.000Z
C0000130,NYGQoL_d0VM,619,0,2,0,UCHTK8aUXF4J3hsSt0_afGeg,"['Rotman School of Management', 'private equity', 'Master of Finance']",2010-11-12T18:42:48.000Z
C0000131,m-j1PgFs5iQ,742,0,3,0,UCUyfg8Ht01PSy6gWC3cUkCw,"['Gerry Gross', 'Kerry Wiebe', 'Don Tofin', 'The Retiring Farmer', 'Retiring Farmer', 'The Retiring Farmer Group', 'Farming Retirement', 'Saskatchewan', 'farmer', 'Accounting', 'Succession Planning', 'Farming Succession Planning', 'Business Plan', 'Farming Business Plans', 'Investment Planning', 'Investment Plan', 'Estate Planning', 'Estate Plan', 'Portfolio', 'Farming Investments', 'Harvest', 'Auction', 'Selling the Farm', 'Inheriting the family farm', 'The Family Farm']",2013-09-12T17:45:15.000Z
C0000134,kGioYtYDg3I,12815,68,74,6,UChBQgieUidXV1CmDxSdRm3g,"['Barclays', 'ATM']",2019-04-21T16:20:42.000Z
C0000135,dI0MVV5UjKc,66468,[],192,43,UCY70MMJ8Rj4wtwt7bVN6hIA,"['bank of england', 'roles', 'responsibilities', 'monetary policy', 'financial stability']",2013-06-27T09:02:41.000Z
C0000137,YBOvQteaAsE,83083,139,1065,72,UCNjPtOCvMrKY5eLwr_-7eUg,"['Alux', 'Alux.com', 'Alux Youtube', 'luxury living', 'luxury lifestyle', 'luxury homes', 'luxury cars', 'fastest cars', 'alux watches', 'fine living', 'most expensive things in the world', 'new life', 'most expensive', 'extravagant things', 'billionaire lifestyle', 'hsbc holdings', 'hsbc bank', 'hsbc advert', 'hsbc golf 2017', 'hsbc news', 'hsbc credit card', 'hsbc commercial', 'hsbc founder', 'hsbc scandal', 'money', 'money laundering', 'hong kong office', 'Jaguar Formula 1', 'Stephen and Stitt', 'habc thailand', 'world war 2']",2018-01-11T11:58:08.000Z
C0000138,lDlCA8Qe9p8,80508,376,1003,41,UClvLbHceTM_nGF9dQLruJNQ,"['Noel Edmonds', 'HBOS Crime', 'HBOS Fraud', 'Lloyds Crime', 'Evil Bankers', 'Lloyds Victims', 'Lloyds Banking Group AGM', 'Lloyds Bank']",2018-05-24T17:50:06.000Z
C0000139,EWCFao8kcbI,100534,226,1495,55,UCboMaeOObINdFufyUF0eeyA,"['transferwise', 'money transfer', 'currency exchange', 'moneygram', 'international transfer', 'international money transfer', 'xe', 'currencyfair', 'wire transfer', 'bank transfer', 'money remittance', 'transferwise review', 'expat', 'nomad', 'global', 'fees', 'spread', 'rate', 'travel', 'money transfer service', 'money transfer company', 'tutorial']",2018-03-15T04:07:49.000Z
C0000140,W4Fl-oWvPFU,1889,6,34,0,UCsK9grupHNsIsSqIAyBBU7w,"['Investing', 'Money Unshackled', 'MoneyUnshackled', 'Funding Circle', 'Peer to peer', 'peer to peer lending', 'peer to peer lending Funding Circle', 'Funding circle UK', 'funding circle uk Review', 'funding circle review', 'P2P Lending review', 'p2p lending uk review', 'peer to peer lending uk review', 'peer to peer lending review', 'zopa review', 'p2p lending', 'peer to peer lending explained', 'peer to peer investing', 'peer to peer investing uk', 'peer to peer lending uk', 'funding circle review 2018']",2018-09-17T10:00:03.000Z
C0000141,GY_RN80J9Z8,33585664,2707,75350,5594,UClAfSxKoD4qxOQ4s3DvoaTA,"['conjunto primavera', 'conjunto primavera vevo', 'vevo', 'vevo music', 'vevo playlist', 'latino', 'musica latina', 'Algo De Mi']",2009-12-24T17:38:58.000Z
C0000142,SSo_EIwHSd4,2841387,1150,35090,903,UCnxrdFPXJMeHru_b4Q_vTPQ,"['lesson', 'training', 'basics', 'basic tutorial', 'beginner', 'best practices', 'dummies', 'fundamentals', 'free', 'introduction', 'learn', 'explained', 'simple', 'simply explained', 'blockchain', 'bitcoin', 'satoshi', 'smart contracts', 'security', 'protect', 'notary']",2017-11-13T20:00:01.000Z
C0000143,0cFZLQRb-kk,7225,63,133,9,UC__spnljoqvOVYaMTMsSn3g,"['Monzo review 2019', 'monzo review', 'monzo review update', 'monzo review uk', 'monzo uk', 'monzo bank', 'monzo card', 'new monzo review', 'stus reviews monzo', 'fintech finance', 'fintech review', 'money gadgets', 'money gadget', 'best bank uk', 'bank of the future', 'money 2020', 'monzo app review', 'monzo', 'monzo bank card', 'monzo bank review', 'monzo card review', 'monzo current account review', 'monzo bank account', 'how to use monzo', 'what is monzo', 'using monzo', 'how does monzo work']",2019-03-29T20:18:30.000Z
C0000144,eZtesUAYuJs,179,0,1,0,UCppwOYTEsQel-lq-sDsktcQ,"['Yielders', 'Property', 'Investment', 'Property Investment', 'Crowdfunding', 'Sharia Certified', 'Sharia Investment', 'UK Property Market']",2017-09-04T16:27:08.000Z
C0000145,uqX_vOeWxjQ,669,0,12,1,UC3eVdgT1EHwIxG5ynO42XXg,"['MarketInvoice', 'Anil Stocker', 'David Brear', 'fintech', 'innovation', 'business lending']",2018-03-29T15:57:20.000Z
C0000146,akAd6MWUxV0,12778,[],161,13,UCI_mwTKUhicNzFrhm33MzBQ,"['Business news', 'news today', 'economy', 'economic news', 'money', 'finance', 'financial news', 'times now', 'et now', 'latest news', 'stocks and shares', 'stocks today', 'Investment', 'shares', 'stocks', 'exclusive interview']",2018-09-05T10:00:26.000Z
C0000150,moC49piKYOo,656,0,3,1,UCC0uZp89jY5Qg0bU_2j8Leg,['IFCI LTD !! {Latest update 2018}'],2018-02-08T06:57:07.000Z
C0000151,9qEqduimOC8,27,0,0,0,UCedqqjlQZQGqyR_a_2c8rMg,"['REIT', 'REITs', 'Nareit', 'commercial real estate', 'CRE', 'real estate investment trusts', 'real estate', 'investment', 'reit.com', 'REITweek', 'Weingarten Realty Investors', 'Drew Alexander']",2018-06-13T15:47:15.000Z
