,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query
161,Dec ’11,Startup,https://angel.co/anchovi-labs,San Diego,Computer Vision,Anchovi Labs,"
New way to organize, browse and share your photos.  Acquired by Dropbox (09-2012).
","$15,000",-,-,anchovi.com,computer vision
162,Feb ’13,Startup,https://angel.co/tourwrist,San Francisco,Computer Vision,TourWrist,"
YouTube for panoramas
",-,1-10,-,tourwrist.com,computer vision
163,Jun ’12,Startup,https://angel.co/obvious-engineering,London,Computer Vision,Obvious Engineering,"
We've just launched Seene
",-,1-10,-,seene.co,computer vision
164,Jun ’13,Startup,https://angel.co/tandent,New York City,Computer Vision,Tandent Vision Science,"
",-,11-50,-,tandent.com,computer vision
165,Oct ’13,Startup,https://angel.co/shout-interactive,San Francisco,3D,Shout Interactive,"
3D Services and Software for the Web
",-,1-10,Acquired,,computer vision
166,Sep ’14,Startup,https://angel.co/exabyte-io,San Francisco,Nanotechnology,Exabyte.io,"
Materials Discovery Cloud
","$850,000",1-10,Seed,exabyte.io,computer vision
167,May ’14,Startup,https://angel.co/dispatchr,San Francisco,Predictive Analytics,Dispatchr,"
Predictive analytics for a mobile workforce
",-,1-10,-,dispatchr.com,computer vision
168,Jun ’14,Startup,https://angel.co/teradeep,West Lafayette,Computer Vision,TeraDeep,"
sensory analytics
",-,1-10,-,teradeep.com,computer vision
169,Jun ’14,Startup,https://angel.co/volumental,Stockholm,Computer Vision,Volumental,"
Building a world that fits you
","$3,000,000",,Seed,volumental.com,computer vision
170,Jul ’14,Startup,https://angel.co/mindops,San Francisco,Augmented Reality,MindOps,"
Augmented Reality Recognition 
",-,1-10,-,mindops.com,computer vision
171,Nov ’15,Startup,https://angel.co/makelight,London,Women-Focused,Makelight,"
Online learning for makers and creative entrepreneurs
",-,1-10,-,makelight.com,computer vision
172,Feb ’16,Startup,https://angel.co/fieldvision,San Francisco,Video Streaming,FieldVision,"
AI for Sports
",-,11-50,Seed,fieldvision.co,computer vision
173,Jun ’16,Startup,https://angel.co/merantix,Berlin,Computer Vision,Merantix,"
AI Research Lab and Venture Builder
",-,11-50,-,merantix.com,computer vision
174,Sep ’16,Startup,https://angel.co/strayos,St. Louis,Construction,Strayos (Techstars NYC 17),"
3D Aerial intelligence platform for Mining and Surveying industry
",-,11-50,-,strayos.com,computer vision
175,Aug ’16,Startup,https://angel.co/deepvision-1,Palo Alto,Robotics,Deep Vision,"
Embedded computer vision solution 
",-,,-,deepvision.io,computer vision
176,Aug ’16,Startup,https://angel.co/truepic,San Diego,Computer Vision,Truepic,"
Truepic is the trust authority for visual media. 
","$9,750,000",11-50,Series A,truepic.com,computer vision
177,Sep ’16,Startup,https://angel.co/xihelm,London,Robotics,Xihelm,"
Human-assisting video to real action platform
",-,11-50,-,xihelm.com,computer vision
178,Feb ’17,Startup,https://angel.co/videoslick,-,Computer Vision,VideoSlick,"
",-,1-10,-,videoslick.com,computer vision
179,Mar ’17,Startup,https://angel.co/grabango,Berkeley,Retail Technology,Grabango,"
Computer Vision, Machine Learning for Commerce
",-,11-50,-,grabango.com,computer vision
180,Jul ’17,Startup,https://angel.co/focal-2,Boston,Computer Vision,FØCAL,"
We are changing the way computer vision systems are developed.
",-,1-10,-,f0cal.com,computer vision
181,Nov ’13,Startup,https://angel.co/fastree3d,-,Robotics,Fastree3D,"
Imaging for automotive safety and robots
","$400,000",1-10,Seed,fastree3d.com,computer vision
182,Jan ’13,Startup,https://angel.co/mageca,Athens,Application Platforms,Mageca,"
The appstore for gesture control
","$30,000",1-10,Seed,mageca.com,computer vision
183,Aug ’13,Startup,https://angel.co/orzata,St. Louis,Robotics,Orzata,"
Making devices aware
",-,1-10,-,orzata.io,computer vision
184,Oct ’13,Startup,https://angel.co/ecopia,Waterloo,Maps,Ecopia,"
Revolutionary visual recognition to mine geospatial big data
",-,11-50,-,ecopiatech.com,computer vision
185,Nov ’13,Startup,https://angel.co/valuetag,Santa Clara,Mobile Commerce,ValueTag,"
New Intuitive way of shopping 
",-,1-10,-,valuetagapp.com,computer vision
186,Feb ’14,Startup,https://angel.co/eyethereal,San Francisco,Augmented Reality,Eyethereal,"
Augmented reality SaaS for Commercial Real Estate
",-,1-10,-,eyethereal.com,computer vision
187,Apr ’14,Startup,https://angel.co/xlabs,Melbourne,Computer Vision,XLabs,"
Mass Scale Webcam Eye Tracking Software
",-,1-10,Seed,xlabs.com.au,computer vision
188,Sep ’14,Startup,https://angel.co/visada,San Francisco,Beauty,Visada,"
Content and retail discovery platform for beauty
","$1,100,000",1-10,Seed,visada.me,computer vision
189,Dec ’14,Startup,https://angel.co/thirdeye-technologies,Philadelphia,Computer Vision,ThirdEye,"
ThirdEye Empowers the Visually Impaired Though Object Recognition via Auditory Feedback
",-,1-10,Acquired,ThirdEyeGlass.com,computer vision
190,Jan ’15,Startup,https://angel.co/atlas5d-1,Cambridge,Computer Vision,Atlas5D,"
Ambient activity measurement
",-,1-10,-,atlas5d.com,computer vision
191,Jun ’15,Startup,https://angel.co/aquaai,San Diego,Robotics,Aquaai,"
Intelligence below the surface
","$505,000",1-10,,Aquaai.com,computer vision
192,Jul ’15,Startup,https://angel.co/mangolytics,San Francisco,Computer Vision,Mangolytics,"
AI for Athletes
",-,1-10,-,swing.tennis,computer vision
193,Sep ’15,Startup,https://angel.co/dara,London,Publishing,Dara Technologies,"
Next-generation entertainment for children powered by Augmented Reality
",-,1-10,-,dara.io,computer vision
194,Sep ’15,Startup,https://angel.co/canvas-technology,Boulder,Robotics,CANVAS Technology,"
Autonomous goods delivery
",-,11-50,-,canvas.technology,computer vision
195,Oct ’15,Startup,https://angel.co/canard-drones,London,Unmanned Air Systems,Canard Drones,"
Flight inspection of Navigational Aids with drones instead of manned aircraft
","$1,235,000",1-10,Seed,canarddrones.com,computer vision
196,Aug ’16,Startup,https://angel.co/crowdai,Mountain View,Computer Vision,CrowdAI,"
Smarter Image Recognition
",-,1-10,-,crowdai.com,computer vision
197,Nov ’16,Startup,https://angel.co/relimetrics,Mountain View,Manufacturing,Relimetrics,"
Industry 4.0 software for smart quality audit in manufacturing and assembly
",-,11-50,-,relimetrics.com,computer vision
198,Feb ’17,Startup,https://angel.co/tarsier,San Francisco,Computer Vision,Tarsier,"
",-,1-10,-,tarsier.co,computer vision
199,Jun ’17,Startup,https://angel.co/artilux,Zhubei,Computer Vision,Artilux,"
Empowering machines to conceptualize reality
",-,,-,artiluxtech.com,computer vision
200,Jul ’17,Startup,https://angel.co/mana-ventures,San Francisco,-,Mana Ventures,"
We back smart founders tackling hard problems. 
",-,1-10,-,manaventures.vc,computer vision
201,Dec ’12,Startup,https://angel.co/biobright,Boston,Bioinformatics,BioBright,"
Bringing biology into the digital age
",-,1-10,-,biobright.com,computer vision
202,Mar ’13,Startup,https://angel.co/keys-duplicated-1,San Francisco,Property Management,Keys Duplicated,"
Copy your house keys with your phone
",-,1-10,-,keysduplicated.com,computer vision
203,Apr ’13,Startup,https://angel.co/omobio,Berkeley,Mobile Games,oMobio,"
A Vision Quest: A new game using your phone's camera
",-,1-10,-,avisionquest.com,computer vision
204,Apr ’13,Startup,https://angel.co/4tiitoo,San Francisco,Computer Vision,4tiitoo,"
Gaze Control and Artificial Intelligence for increased Productivity
",-,11-50,-,4tiitoo.com,computer vision
205,Aug ’13,Startup,https://angel.co/four-eyes,Manila,Eyewear,Four Eyes,"
Premium eyewear for affordable prices (Donating A Pair for every Pair)
","$350,000",11-50,-,foureyes.com.sg,computer vision
206,Mar ’15,Startup,https://angel.co/clickspree,-,-,clickspree,"
",-,,-,clickspree.com,computer vision
207,Oct ’14,Startup,https://angel.co/dashmote,Amsterdam,Influencer,Dashmote,"
Turn Images into Insights.
",-,11-50,-,dashmote.com,computer vision
208,Dec ’15,Startup,https://angel.co/solu,Helsinki,Operating Systems,Solu,"
New bred of computing
","$1,300,000",11-50,Seed,solu.co,computer vision
209,Jan ’15,Startup,https://angel.co/krtkl,San Francisco,Robotics,krtkl,"
embedded fog computing
",-,1-10,-,krtkl.com,computer vision
210,Jan ’15,Startup,https://angel.co/streamoid,New York City,Computer Vision,Streamoid Technologies,"
Fashion Superintelligence
",-,11-50,-,streamoid.com,computer vision
211,Feb ’15,Startup,https://angel.co/netvirta,Singapore,Computer Vision,NetVirta,"
Accurate 3D made simple
",-,11-50,-,netvirta.com,computer vision
212,Jul ’17,Startup,https://angel.co/deepomatic,Paris,Computer Vision,deepomatic,"
Enabling businesses with the power of image recognition
",-,11-50,-,deepomatic.com,computer vision
213,Jan ’16,Startup,https://angel.co/tonetree,Redwood City,Consumer Electronics,ToneTree,"
Mixed Reality for your Tabletop
",-,1-10,-,tonetree.com,computer vision
214,Jul ’15,Startup,https://angel.co/riviter,Chicago,,Riviter,"
We see whispers.
",-,1-10,-,riviter.com,computer vision
215,Sep ’15,Startup,https://angel.co/caruma-technologies,San Francisco,Computer Vision,Caruma Technologies,"
Artificial intelligence-powered automotive technology company
",-,11-50,-,caruma.tech,computer vision
216,Oct ’15,Startup,https://angel.co/mad-street-den,-,-,Mad Street Den,"
","$1,500,000",-,Series A,madstreetden.com,computer vision
217,Mar ’16,Startup,https://angel.co/trycleo,San Francisco,Computer Vision,Cleo,"
Customer Intelligence
",-,1-10,-,trycleo.com,computer vision
218,Apr ’16,Startup,https://angel.co/ximmerse,Los Angeles,Virtual Worlds,Ximmerse,"
Input Solution for Mobile Virtual Reality
",-,11-50,-,ximmerse.com,computer vision
219,Jul ’16,Startup,https://angel.co/mobalysis,Denver,Computer Vision,Mobalysis,"
Mobalysis is a computer vision platform with a strong focus on quantitative analysis.
",-,,-,mobalysis.com,computer vision
220,Dec ’16,Startup,https://angel.co/nestsense,Berkeley,Computer Vision,SafelyYou,"
Computer Vision for Alzheimer's care
",-,1-10,-,safely-you.com,computer vision
221,May ’12,Startup,https://angel.co/eyegorithm,Oakland,Visual Search,Eyegorithm,"
Automated image and video segmentation and labeling
",-,-,-,eyegorithm.com,computer vision
222,Sep ’13,Startup,https://angel.co/grocerwise,London,Intelligent Assistants,Grocerwise,"
Honest and impartial groceries shopping assistant + AR/AI driven nudge
",-,1-10,-,grocerwise.com,computer vision
223,Apr ’14,Startup,https://angel.co/sturfee-1,San Francisco,Maps,STURFEE,"
Augmenting Locations
",-,1-10,-,sturfee.com,computer vision
224,Oct ’14,Startup,https://angel.co/umbocv,Taipei,Enterprise Security,Umbo Computer Vision,"
Autonomous security systems for a safer and happier world.
","$9,600,000",11-50,Series A,umbocv.ai,computer vision
225,Jan ’15,Startup,https://angel.co/spotwise,Nashville,Computer Vision,Spotwise,"
Computer vision occupancy sensing for parking operators
","$30,000",1-10,Seed,spotwise.co,computer vision
226,Feb ’15,Startup,https://angel.co/rad,New York City,Robotics,RADiCAL,"
AI-powered motion capture for media & entertainment. No suits, no hardware.
",-,11-50,-,getrad.co,computer vision
227,Sep ’15,Startup,https://angel.co/scandy,New Orleans,Computer Vision,Scandy,"
Scandy brings 3D to mobile applications
","$1,000,000",1-10,Seed,scandy.co,computer vision
228,Dec ’15,Startup,https://angel.co/visbit,Sunnyvale,Video Streaming,Visbit,"
Immersive Video Communication
","$3,200,000",11-50,Seed,visbit.co,computer vision
229,Feb ’16,Startup,https://angel.co/reconstruct,Champaign,Construction,Reconstruct,"
Use Visual Data to Improve Construction Planning, Coordination, & Communication
",-,11-50,-,reconstructinc.com,computer vision
230,Feb ’16,Startup,https://angel.co/reely-1,Santa Monica,Computer Vision,Reely,"
Artificial intelligence for sports.  
",-,1-10,-,reelyapp.com,computer vision
231,Feb ’16,Startup,https://angel.co/featurex,Cambridge,Computer Vision,FeatureX,"
Using machine learning to discover meaningful patterns in the world's data
",-,1-10,-,featurex.ai,computer vision
232,Mar ’16,Startup,https://angel.co/abundant-robotics,Hayward,Robotics,Abundant Robotics,"
Solving important and large problems in Agriculture
",-,11-50,-,abundantrobotics.com,computer vision
233,Jul ’16,Startup,https://angel.co/pathai,Boston,-,PathAI,"
Artificial Intelligence for Pathology
","$15,200,000",11-50,Series A,pathai.com,computer vision
234,Aug ’16,Startup,https://angel.co/ifmtech,Chicago,Computer Vision,"Intelligent Flying Machines, Inc.","
Building cool stuff nobody has built before. 
",-,1-10,Seed,ifm-tech.com,computer vision
235,Aug ’16,Startup,https://angel.co/aatonomy,San Francisco,Robotics,Aatonomy,"
Computer Vision and Machine Learning for un-sexy companies
",-,1-10,-,aatonomy.com,computer vision
236,Oct ’16,Startup,https://angel.co/hala-systems-inc,-,Computer Vision,"Hala Systems, Inc.","
Save lives and reduce trauma for millions of civilians in war zones.
",-,11-50,-,halasystems.com,computer vision
237,Oct ’16,Startup,https://angel.co/helm-ai,Menlo Park,Computer Vision,Helm.ai,"
Next generation AI for autonomous driving. 
","$10,000,000",11-50,Seed,helm.ai,computer vision
238,Mar ’17,Startup,https://angel.co/hellointent,San Francisco,Retail Technology,Intent,"
Data, applied-ML, IoT and neuroscience for a new retailing experience
",-,1-10,-,sensintent.com,computer vision
239,May ’17,Startup,https://angel.co/quadric-io,-,-,quadric.io,"
",-,11-50,-,,computer vision
240,Jul ’17,Startup,https://angel.co/phiar-1,Palo Alto,Augmented Reality,Phiar Technologies,"
Augmented reality navigation with deep learning ADAS
",-,1-10,-,phiar.net,computer vision
241,Nov ’12,Startup,https://angel.co/goldfire-studios,Oklahoma City,Casual Games,GoldFire Studios,"
Real-time, cross-device, truly social games.
",-,1-10,-,goldfirestudios.com,computer vision
242,Jan ’12,Startup,https://angel.co/cognivue,Ottawa,Computer Vision,Cognivue,"
Embedded vision solution
",-,11-50,-,cognivue.com,computer vision
243,May ’13,Startup,https://angel.co/adverteyes,-,Advertising Platforms,AdvertEyes,"
Targeted and measured digital out-of-home advertising
",-,1-10,-,adverteyes.me,computer vision
244,Aug ’13,Startup,https://angel.co/wayway,New York City,Restaurants,WayWay,"
Organized feeds of Instagram images through API
",-,1-10,-,wayway.us,computer vision
245,Sep ’13,Startup,https://angel.co/project-possibility,Los Angeles,Open Source,Project:Possibility,"
Open source software for persons with disabilities
",-,-,-,projectpossibility.org,computer vision
246,Feb ’14,Startup,https://angel.co/cellogy,Menlo Park,Computer Vision,Cellogy,"
Quantitative imaging and machine learning for stem cell research
",-,1-10,Series A,cellogy.com,computer vision
247,Nov ’14,Startup,https://angel.co/mirsani,Atlanta,Crowdsourcing,Mirsani,"
Disruptively priced LPR (license plate recognition)
","$80,000",1-10,Seed,mirsani.com,computer vision
248,Jul ’14,Startup,https://angel.co/mybrana-1,Taipei,Augmented Reality,Mybrana,"
Augmented reality social network
",-,1-10,-,app.mybrana.com,computer vision
249,Dec ’14,Startup,https://angel.co/tin-whiskers-technology,Melbourne,Consumer Electronics,Tin Whiskers Technology,"
A desktop micro factory
",-,1-10,-,delta.firepick.org,computer vision
250,Jul ’15,Startup,https://angel.co/novum,-,Human Computer Interaction,Novum,"
Powerful thought-to-text technology
",-,1-10,-,xaviertech.io,computer vision
251,Dec ’15,Startup,https://angel.co/skycision,Pittsburgh,SaaS,Skycision,"
Disrupting Traditional Crop Management
",-,1-10,-,skycision.com,computer vision
252,Mar ’16,Startup,https://angel.co/saikou-optics,Orlando,Defense,Saikou Optics,"
Multifocal imaging that can see, track and know more in real time than ever before
",-,1-10,-,saikouoptics.com,computer vision
253,Jun ’16,Startup,https://angel.co/alcatrazai,Palo Alto,Enterprise Security,Alcatraz AI,"
Secure facial authentication for physical access control
",-,1-10,-,alcatraz.ai,computer vision
254,Jul ’16,Startup,https://angel.co/nua-robotics-1,Israel,Robotics,NUA Robotics,"
Transforming objects into smart robots.
",-,-,-,nuarobotics.com,computer vision
255,Sep ’16,Startup,https://angel.co/deepscience-ai,San Francisco,Computer Vision,Deep Science,"
AI for Active Threat Detection 
",-,1-10,-,deepscience.ai,computer vision
256,Feb ’17,Startup,https://angel.co/seroai,Hanoi,-,SeroAI,"
",-,1-10,-,sero.ai,computer vision
257,Feb ’17,Startup,https://angel.co/robbie-ai,Boston,Computer Vision,Robbie AI,"
Facial and emotion recognition  for customer experience with computer vision
",-,,-,robbie.ai,computer vision
258,Mar ’17,Startup,https://angel.co/shopagon-1,Carrboro,Retail Technology,Shopagon,"
AI for Personalized Shopping
",-,-,-,shopagon.com,computer vision
259,Apr ’17,Startup,https://angel.co/faced-io,San Francisco,Face Recognition,faced.io,"
Realtime face tracking ""app as a service platform""
",-,1-10,-,faced.io,computer vision
260,Jul ’17,Startup,https://angel.co/rain-neuromorphics,Gainesville,Robotics,Rain Neuromorphics,"
Brain-Inspired Processors for Artificial Intelligence.
",-,1-10,-,rain-neuromorphics.com,computer vision
261,Jul ’15,Startup,https://angel.co/playmotion,Atlanta,Kinect,PlayMotion,"
","$500,000",-,Seed,playmotion.com,computer vision
262,Aug ’12,Startup,https://angel.co/studiosnaps-1,Santiago,Advertising Platforms,Studiosnaps,"
Google Analytics for Outdoor Media
",-,-,-,studiosnaps.com,computer vision
263,Aug ’15,Startup,https://angel.co/pikiai,San Francisco,Graphics,Piki,"
AR Content Creation and Publishing Platform
",-,1-10,-,piki.ai,computer vision
264,Oct ’13,Startup,https://angel.co/qed,Berkeley,Computer Vision,QED,"
Agile technical consulting in data sciences, scientific computing, and signal processing.
",-,1-10,-,qed.ai,computer vision
265,Jul ’16,Startup,https://angel.co/transcend-robotics,San Francisco,Robotics,Transcend Robotics,"
Mobilizing Robotics
","$552,000",1-10,,transcendrobotics.com,computer vision
266,Jul ’16,Startup,https://angel.co/robotic-vision-technologies,Silver Spring,Robotics,Robotic Vision Technologies,"
Enable robots to See, Think, and Do!
",-,1-10,-,roboticvisiontech.com,computer vision
267,Oct ’14,Startup,https://angel.co/fitterli,Haifa,Fitness,Fitterli,"
Affordable and accurate 3D Bodyscanning technology
",-,-,-,fitterli.com,computer vision
268,Jan ’15,Startup,https://angel.co/usens,San Jose,Digital Signage,uSens,"
3D Interactive Solutions Provider
","$26,700,000",11-50,Series A,usens.com,computer vision
269,Jan ’15,Startup,https://angel.co/stealth-startup-21,New York City,Personal Health,Stealth Startup,"
Artificial Intelligence based Child Development and Therapy
",-,1-10,-,google.com,computer vision
270,Jun ’16,Startup,https://angel.co/perceptonic,-,Computer Vision,PercepTonic,"
We see solutions.
",-,1-10,-,perceptonic.com,computer vision
271,Jan ’16,Startup,https://angel.co/esportsone,Santa Monica,Video Streaming,Esports One,"
Real-time esports data & analytics company.
",-,11-50,-,esportsone.com,computer vision
272,Mar ’16,Startup,https://angel.co/see-fashion,San Francisco,Computer Vision,See Fashion,"
","$310,000",1-10,Seed,see.fashion,computer vision
273,May ’16,Startup,https://angel.co/cosyrobo,Philadelphia,Robotics,COSY - Cognitive Operational Systems,"
COSY enables mobile devices to have gps capabilities indoors, without any infrastructure. 
",-,1-10,-,cosyrobo.com,computer vision
274,Aug ’16,Startup,https://angel.co/surround-io-1,Seattle,Computer Vision,Surround.io,"
Networks that see and think
",-,11-50,-,Www.surround.io,computer vision
275,Nov ’16,Startup,https://angel.co/reimagine-drone,Hong Kong,Drones,Reimagine Drone,"
Drone As Service Incubator
",-,,-,reimaginedrone.com,computer vision
276,Dec ’16,Startup,https://angel.co/senso-labs,San Francisco,,Senso Labs,"
Native environment audience measurement
",-,1-10,-,sensolabs.io,computer vision
277,Jan ’17,Startup,https://angel.co/socialmap,Boston,Global,SocialMap,"
#1 Social Behavior Intelligence Platform For Your Business
",-,-,-,socialmap.ai,computer vision
278,Mar ’17,Startup,https://angel.co/upright-media,Sunnyvale,Social Media,Upright Media,"
 Now anyone can manage video marketing
",-,1-10,-,upright.media,computer vision
279,Apr ’17,Startup,https://angel.co/mealpic,-,-,MealPic,"
",-,,-,mealpicapp.com,computer vision
280,Jul ’17,Startup,https://angel.co/cadre-research-labs,Chicago,Computer Science,Cadre Research Labs,"
Advanced Algorithms for Forensic Science
",-,-,-,cadreresearch.com,computer vision
281,Mar ’12,Startup,https://angel.co/mintm-1,Palo Alto,Retail Technology,MintM,"
Computer vision based data platform
","$700,000",11-50,Seed,mintm.com,computer vision
282,Jul ’13,Startup,https://angel.co/viblio,Palo Alto,Machine Learning,VIBLIO,"
automated tagging of user generated videos using machine learning and computer vision
","$100,000",1-10,,viblio.com,computer vision
283,Jul ’17,Startup,https://angel.co/eyestyle,New York City,Visual Search,EyeStyle,"
Visual Discovery for Everything Fashion
",-,1-10,-,eyestyle.io,computer vision
284,Jun ’14,Startup,https://angel.co/skytrails,Tel Aviv-Yafo,Computer Vision,SkyTrails,"
Computer vision drone navigational platform
",-,1-10,-,skytrails.co,computer vision
285,Dec ’14,Startup,https://angel.co/eclo,Mountain View,Computer Vision,Eclo,"
Order shoes that fit.
",-,1-10,-,eclo.com,computer vision
286,Dec ’14,Startup,https://angel.co/modcam-ab,Lund,Computer Vision,Modcam AB,"
Intelligent computer vision platform
",-,,-,modcam.com,computer vision
287,Jan ’15,Startup,https://angel.co/osmo-systems,Oakland,Sensors,Osmo Systems,"
Bringing aquaculture into the 21st century
",-,1-10,-,osmobot.com,computer vision
288,Feb ’15,Startup,https://angel.co/aireal,Dallas,Entertainment Industry,Aireal,"
Augmented Reality Tech Allowing Digital & Real World to Coexist
",-,1-10,-,aireal.io,computer vision
289,Mar ’15,Startup,https://angel.co/positronic-ai,St. Louis,Computer Vision,Positronic IO,"
AI Professional Services
",-,1-10,-,positronic.ai,computer vision
290,Mar ’15,Startup,https://angel.co/tourbuzz,Atlanta,Computer Vision,Tourbuzz,"
Real Estate Listing Marketing Platform
",-,11-50,-,tourbuzz.net,computer vision
291,May ’15,Startup,https://angel.co/dataprophet,Cape Town,Predictive Analytics,DataProphet,"
Actionable artificial intelligence solutions for manufacturing
",-,11-50,-,dataprophet.com,computer vision
292,May ’15,Startup,https://angel.co/admobilize-1,Miami,Computer Vision,AdMobilize,"
Machine intelligence creation platform.
","$5,805,000",11-50,Seed,admobilize.com,computer vision
293,Jul ’15,Startup,https://angel.co/thorn-digital-defenders-of-children,San Francisco,Nonprofits,THORN,"
Thorn builds technology to defend children from sexual abuse.
",-,11-50,-,wearethorn.org,computer vision
294,Sep ’15,Startup,https://angel.co/infinity-leap,Israel,Augmented Reality,Infinity Leap,"
Open News & Community platform for emmerging technologies
",-,1-10,-,infinityleap.com,computer vision
295,Oct ’15,Startup,https://angel.co/unami,San Francisco,Nutrition,Unami,"
AI powered nutrition coaching
",-,1-10,-,tryunami.com,computer vision
296,Feb ’17,Startup,https://angel.co/blue-vision-labs,London,Computer Vision,Blue Vision Labs,"
The future of intelligent robotics.
",-,,-,bluevisionlabs.com,computer vision
297,Oct ’16,Startup,https://angel.co/compound-eye,Redwood City,Robotics,Compound Eye,"
3D Perception for Autonomous Machines
",-,1-10,-,compoundeye.com,computer vision
298,Oct ’16,Startup,https://angel.co/medviv,Boston,Computer Vision,Medviv,"
Your personalized healthcare at the tap of a finger!
",-,1-10,-,medviv.io,computer vision
299,Dec ’16,Startup,https://angel.co/tensorflight,Warsaw,Insurance,TensorFlight,"
Computer vision for property insurance
",-,11-50,-,tensorflight.com,computer vision
300,May ’17,Startup,https://angel.co/observe-technologies,London,Computer Vision,Observe Technologies,"
Optimising fish farms
",-,1-10,-,observe.tech,computer vision
301,Jan ’14,Startup,https://angel.co/tridz,Bengaluru,Indoor Positioning,Tridz,"
Technology, Design & Infrastructure Company
",-,11-50,-,tridz.com,computer vision
302,May ’13,Startup,https://angel.co/menache,Los Angeles,Computer Vision,Menache,"
Precision RF Position Tracking and Motion Capture Technology
",-,1-10,-,menache.com,computer vision
303,Jun ’16,Startup,https://angel.co/fyusion,San Francisco,-,Fyusion,"
","$16,350,000",11-50,Series B,fyusion.com,computer vision
304,Dec ’14,Startup,https://angel.co/realeyes,London,Online Video Advertising,Realeyes,"
Measuring emotions via webcam
",-,11-50,-,realeyesit.com,computer vision
305,Mar ’15,Startup,https://angel.co/exnodes,Palo Alto,Computer Vision,Exnodes,"
Maximize Yield with Computational Inspection
",-,1-10,-,exnodes.com,computer vision
306,May ’15,Startup,https://angel.co/deepsie,Silicon Valley,Computer Vision,DeepSie,"
Deep Learning
",-,1-10,-,deepsie.com,computer vision
307,Jul ’15,Startup,https://angel.co/coachcam,Atlanta,Computer Vision,CoachCam,"
The Smart Basketball Camera
",-,1-10,-,coachcam.io,computer vision
308,Feb ’16,Startup,https://angel.co/pullbutton,Austin,Mobile Commerce,Pullbutton,"
Buying and selling, evolved
",-,1-10,-,pullbutton.com,computer vision
309,Mar ’16,Startup,https://angel.co/eyeware,Lisbon,Robotics,Eyeware,"
3D Eye Tracking Software for Depth Sensing Cameras
",-,1-10,-,eyeware.tech,computer vision
310,Mar ’16,Startup,https://angel.co/vivacity-labs,London,Computer Vision,Vivacity Labs,"
Smart Local Data for Smart Cities and Intelligent Transport
",-,11-50,-,vivacitylabs.com,computer vision
311,Jun ’16,Startup,https://angel.co/kissfly,San Francisco,Robotics,KissFly,"
Pilotless drones for the rest of us
",-,,-,kissfly.co,computer vision
312,Jul ’16,Startup,https://angel.co/withvector,San Francisco,Tech Field Support,Vector,"
The mobile-first workflow and transportation management platform for supply chain.
",-,-,-,withvector.com,computer vision
313,Jul ’16,Startup,https://angel.co/bevanalytics,Chicago,Data,BevAnalytics,"
Simplifying on-premise surveys through computer vision and artificial intelligence
",-,1-10,-,bevanalytics.com,computer vision
314,Aug ’16,Startup,https://angel.co/rigsolutions,Bengaluru,Technology,RIG solutions,"
Resource management tools 
",-,1-10,-,rig.solutions,computer vision
315,Jul ’17,Startup,https://angel.co/traptic,Palo Alto,Robotics,Traptic,"
Harvest robots (strawberry harvest machines)
",-,1-10,-,traptic.com,computer vision
316,Nov ’16,Startup,https://angel.co/digamma-ai,Saratoga,Computer Vision,digamma.ai,"
 Transform your business with artificial intelligence.
",-,11-50,-,digamma.ai,computer vision
317,Jan ’17,Startup,https://angel.co/creavision,Winnipeg,Computer Vision,crea.vision,"
AI for Automous Spaces
",-,11-50,-,crea.vision,computer vision
318,Feb ’17,Startup,https://angel.co/cognitive-big-data-systems-1,Pensacola,Computer Vision,Cognitive Big Data Systems,"
Computer Vision for Video Surveillance
",-,-,-,cognitivebds.com,computer vision
319,Mar ’17,Startup,https://angel.co/possumus,Princeton,Internet of Things,Possumus,"
Parking simplified!
",-,1-10,-,possumus.co,computer vision
320,Jun ’17,Startup,https://angel.co/bloxmob-1,Austin,Application Platforms,BloxMob,"
Youth Mobile App Builder Platform
",-,-,-,bloxmob.com,computer vision
321,Jun ’11,Startup,https://angel.co/erik-freiser-1,Los Angeles,Medical Devices,Erik Freiser,"
Revolutionary bike taillight  that radically increases visibility in traffic
",-,1-10,-,no,computer vision
322,Dec ’12,Startup,https://angel.co/cognovision,Markham,Digital Signage,CognoVision,"
","$25,000,000",-,Acquired,Website,computer vision
323,Dec ’12,Startup,https://angel.co/signalogic-hpc-and-supercomputing,Dallas,Computer Vision,Signalogic -- deep learning,"
Deep learning in SWaP constrained systems
","$75,000",1-10,Seed,signalogic.com,computer vision
324,Jan ’13,Startup,https://angel.co/codequest,Warsaw,Web Development,codequest,"
Ruby on Rails / iOS / Machine Learning
",-,11-50,-,codequest.com,computer vision
325,Apr ’16,Startup,https://angel.co/syllable-life-science,Boston,Computer Vision,Syllable Life Sciences,"
Illumina for Behavior
",-,1-10,-,syllable.life,computer vision
326,Dec ’14,Startup,https://angel.co/cosmicforces,San Francisco,Augmented Reality,Cosmic Forces,"
Computer Vision AR Platform. AR and VR Games with Major Media Partners
","$750,000",1-10,,cosmicforces.com,computer vision
327,Feb ’15,Startup,https://angel.co/imagesleuth,Seattle,Retail Technology,ImageSleuth,"
Demographics from security camera video
",-,-,-,imagesleuth.com,computer vision
